variance,frag_score,split,model,eps,district_type
138069.2185919855,98.62087042284656,equal,ToyDown_analytical,1,tract_discon
145536.79410808347,103.95485293434454,equal,ToyDown_analytical,1,tract_discon
140858.66259768922,100.61333042692044,equal,ToyDown_analytical,1,tract_discon
137358.65009058703,98.11332149327738,equal,ToyDown_analytical,1,tract_discon
142221.686600606,101.58691900043314,equal,ToyDown_analytical,1,tract_discon
142895.27410207954,102.06805293005621,equal,ToyDown_analytical,1,tract_discon
137358.6500905869,98.1133214932774,equal,ToyDown_analytical,1,tract_discon
135195.2465864549,96.56803327603939,equal,ToyDown_analytical,1,tract_discon
141542.8160991427,101.10201149938774,equal,ToyDown_analytical,1,tract_discon
135195.24658645512,96.56803327603907,equal,ToyDown_analytical,1,tract_discon
136642.7985891991,97.60199899228554,equal,ToyDown_analytical,1,tract_discon
140858.66259768937,100.61333042692047,equal,ToyDown_analytical,1,tract_discon
133726.56258375364,95.51897327410875,equal,ToyDown_analytical,1,tract_discon
135921.66408782243,97.0869029198719,equal,ToyDown_analytical,1,tract_discon
138069.2185919855,98.62087042284662,equal,ToyDown_analytical,1,tract_discon
138069.21859198553,98.62087042284652,equal,ToyDown_analytical,1,tract_discon
138069.21859198553,98.62087042284666,equal,ToyDown_analytical,1,tract_discon
140169.22609624747,100.12087578303372,equal,ToyDown_analytical,1,tract_discon
140858.6625976892,100.61333042692051,equal,ToyDown_analytical,1,tract_discon
138069.21859198555,98.6208704228465,equal,ToyDown_analytical,1,tract_discon
140858.66259768917,100.61333042692038,equal,ToyDown_analytical,1,tract_discon
141542.8160991427,101.10201149938776,equal,ToyDown_analytical,1,tract_discon
131483.9140797809,93.91708148555698,equal,ToyDown_analytical,1,tract_discon
132236.74658109483,94.45481898649525,equal,ToyDown_analytical,1,tract_discon
141542.8160991426,101.10201149938774,equal,ToyDown_analytical,1,tract_discon
140858.66259768908,100.6133304269205,equal,ToyDown_analytical,1,tract_discon
