variance,frag_score,split,model,eps,district_type
11021182.160158517,7872.272971541793,equal,ToyDown_analytical,1,block_discon
11430641.509829912,8164.7439355928,equal,ToyDown_analytical,1,block_discon
11256086.843890809,8040.06203135058,equal,ToyDown_analytical,1,block_discon
10987113.135085544,7847.937953632542,equal,ToyDown_analytical,1,block_discon
11072554.295869926,7908.9673541928,equal,ToyDown_analytical,1,block_discon
10985229.499867186,7846.592499905139,equal,ToyDown_analytical,1,block_discon
11306874.717624858,8076.339084017754,equal,ToyDown_analytical,1,block_discon
11313083.205825754,8080.773718446975,equal,ToyDown_analytical,1,block_discon
11111649.424982019,7936.892446415719,equal,ToyDown_analytical,1,block_discon
11110106.512444276,7935.790366031629,equal,ToyDown_analytical,1,block_discon
11299242.018072154,8070.8871557658285,equal,ToyDown_analytical,1,block_discon
11022129.546953771,7872.949676395553,equal,ToyDown_analytical,1,block_discon
11382577.31529323,8130.412368066597,equal,ToyDown_analytical,1,block_discon
11024010.454939919,7874.293182099939,equal,ToyDown_analytical,1,block_discon
11034450.498549812,7881.7503561070225,equal,ToyDown_analytical,1,block_discon
11089212.096622081,7920.865783301486,equal,ToyDown_analytical,1,block_discon
11367652.141380085,8119.751529557191,equal,ToyDown_analytical,1,block_discon
11134786.264429336,7953.4187603066575,equal,ToyDown_analytical,1,block_discon
11050508.091406716,7893.2200652905085,equal,ToyDown_analytical,1,block_discon
10987967.64659724,7848.548318998036,equal,ToyDown_analytical,1,block_discon
10870928.689782524,7764.949064130368,equal,ToyDown_analytical,1,block_discon
11061769.029166706,7901.263592261939,equal,ToyDown_analytical,1,block_discon
11275786.46263978,8054.133187599857,equal,ToyDown_analytical,1,block_discon
11188234.520329833,7991.596085949885,equal,ToyDown_analytical,1,block_discon
11107026.703457141,7933.590502469392,equal,ToyDown_analytical,1,block_discon
11361005.123749176,8115.003659820836,equal,ToyDown_analytical,1,block_discon
11216375.891888188,8011.697065634427,equal,ToyDown_analytical,1,block_discon
11275871.365296952,8054.193832354954,equal,ToyDown_analytical,1,block_discon
10935738.087234158,7811.241490881531,equal,ToyDown_analytical,1,block_discon
11063456.696720807,7902.469069086302,equal,ToyDown_analytical,1,block_discon
11397998.041319938,8141.427172371377,equal,ToyDown_analytical,1,block_discon
11275441.9993904,8053.887142421711,equal,ToyDown_analytical,1,block_discon
11307476.454499207,8076.768896070848,equal,ToyDown_analytical,1,block_discon
11141830.752824675,7958.450537731918,equal,ToyDown_analytical,1,block_discon
11165741.120180523,7975.529371557519,equal,ToyDown_analytical,1,block_discon
11192286.05122484,7994.490036589179,equal,ToyDown_analytical,1,block_discon
10695523.974004917,7639.659981432067,equal,ToyDown_analytical,1,block_discon
11047859.641576003,7891.328315411428,equal,ToyDown_analytical,1,block_discon
11301763.532115592,8072.688237225424,equal,ToyDown_analytical,1,block_discon
11100489.865334874,7928.92133238205,equal,ToyDown_analytical,1,block_discon
11227711.049969677,8019.793607121205,equal,ToyDown_analytical,1,block_discon
11025397.013861146,7875.283581329384,equal,ToyDown_analytical,1,block_discon
11225330.619413052,8018.093299580759,equal,ToyDown_analytical,1,block_discon
11167287.514460195,7976.633938900146,equal,ToyDown_analytical,1,block_discon
11072696.47867865,7909.068913341894,equal,ToyDown_analytical,1,block_discon
11330792.371072292,8093.423122194492,equal,ToyDown_analytical,1,block_discon
11440722.479971375,8171.944628550983,equal,ToyDown_analytical,1,block_discon
11321070.714647196,8086.479081890857,equal,ToyDown_analytical,1,block_discon
11229116.864725687,8020.797760518345,equal,ToyDown_analytical,1,block_discon
11094580.016896553,7924.7000120689745,equal,ToyDown_analytical,1,block_discon
11285822.87246583,8061.302051761301,equal,ToyDown_analytical,1,block_discon
11142210.643335285,7958.721888096628,equal,ToyDown_analytical,1,block_discon
11163244.209833942,7973.74586416709,equal,ToyDown_analytical,1,block_discon
11048386.257852925,7891.704469894956,equal,ToyDown_analytical,1,block_discon
11287773.04985046,8062.695035607482,equal,ToyDown_analytical,1,block_discon
11124079.096969113,7945.770783549369,equal,ToyDown_analytical,1,block_discon
11051211.010072239,7893.722150051596,equal,ToyDown_analytical,1,block_discon
10889072.614159357,7777.909010113821,equal,ToyDown_analytical,1,block_discon
11007804.951058192,7862.717822184423,equal,ToyDown_analytical,1,block_discon
11300583.946002096,8071.845675715785,equal,ToyDown_analytical,1,block_discon
11085804.213679148,7918.431581199386,equal,ToyDown_analytical,1,block_discon
11130037.615717733,7950.026868369814,equal,ToyDown_analytical,1,block_discon
11204292.793647608,8003.06628117686,equal,ToyDown_analytical,1,block_discon
10763687.84967779,7688.348464055554,equal,ToyDown_analytical,1,block_discon
10996957.125181185,7854.969375129409,equal,ToyDown_analytical,1,block_discon
11407368.915869951,8148.1206541928195,equal,ToyDown_analytical,1,block_discon
11309534.646734914,8078.239033382078,equal,ToyDown_analytical,1,block_discon
10946889.541168414,7819.206815120289,equal,ToyDown_analytical,1,block_discon
11269053.668428188,8049.324048877268,equal,ToyDown_analytical,1,block_discon
11139646.131131858,7956.890093665614,equal,ToyDown_analytical,1,block_discon
11216030.414146569,8011.450295818983,equal,ToyDown_analytical,1,block_discon
11217719.074519688,8012.656481799788,equal,ToyDown_analytical,1,block_discon
11346378.842130119,8104.556315807232,equal,ToyDown_analytical,1,block_discon
11219679.618174879,8014.0568701249085,equal,ToyDown_analytical,1,block_discon
11286812.870486772,8062.009193204833,equal,ToyDown_analytical,1,block_discon
11266133.841988154,8047.238458562963,equal,ToyDown_analytical,1,block_discon
11191023.260918897,7993.588043513496,equal,ToyDown_analytical,1,block_discon
11020358.78247885,7871.684844627754,equal,ToyDown_analytical,1,block_discon
11162464.931914337,7973.189237081684,equal,ToyDown_analytical,1,block_discon
10971784.200044857,7836.988714317753,equal,ToyDown_analytical,1,block_discon
11054950.82968941,7896.393449778143,equal,ToyDown_analytical,1,block_discon
10938194.521851659,7812.996087036902,equal,ToyDown_analytical,1,block_discon
10937446.374427423,7812.461696019591,equal,ToyDown_analytical,1,block_discon
11160503.049842397,7971.787892744564,equal,ToyDown_analytical,1,block_discon
10901783.58219537,7786.988272996694,equal,ToyDown_analytical,1,block_discon
11175870.754506905,7982.7648246478,equal,ToyDown_analytical,1,block_discon
11213152.023129217,8009.394302235157,equal,ToyDown_analytical,1,block_discon
11268739.440796424,8049.0996005688785,equal,ToyDown_analytical,1,block_discon
11018859.695432061,7870.614068165746,equal,ToyDown_analytical,1,block_discon
10965884.400937343,7832.774572098102,equal,ToyDown_analytical,1,block_discon
11352165.831157817,8108.689879398441,equal,ToyDown_analytical,1,block_discon
11216149.770564493,8011.535550403206,equal,ToyDown_analytical,1,block_discon
11214480.647959022,8010.3433199707215,equal,ToyDown_analytical,1,block_discon
11361025.549398294,8115.018249570207,equal,ToyDown_analytical,1,block_discon
11242330.51027507,8030.236078767907,equal,ToyDown_analytical,1,block_discon
11308178.70959355,8077.270506852532,equal,ToyDown_analytical,1,block_discon
11159318.701044243,7970.9419293173205,equal,ToyDown_analytical,1,block_discon
11001036.372891884,7857.883123494213,equal,ToyDown_analytical,1,block_discon
11030429.694303758,7878.878353074095,equal,ToyDown_analytical,1,block_discon
11209805.293789271,8007.003781278063,equal,ToyDown_analytical,1,block_discon
11114011.61933773,7938.579728098365,equal,ToyDown_analytical,1,block_discon
11215186.46687998,8010.847476342837,equal,ToyDown_analytical,1,block_discon
11060605.304733451,7900.432360523891,equal,ToyDown_analytical,1,block_discon
11267849.674396597,8048.4640531404275,equal,ToyDown_analytical,1,block_discon
11418874.790879289,8156.3391363423425,equal,ToyDown_analytical,1,block_discon
11339973.365398427,8099.980975284594,equal,ToyDown_analytical,1,block_discon
11298986.05347588,8070.704323911351,equal,ToyDown_analytical,1,block_discon
11075562.281523349,7911.115915373821,equal,ToyDown_analytical,1,block_discon
11016731.377051815,7869.093840751299,equal,ToyDown_analytical,1,block_discon
11336183.300448384,8097.273786034556,equal,ToyDown_analytical,1,block_discon
11101863.690914132,7929.902636367229,equal,ToyDown_analytical,1,block_discon
11394205.856771914,8138.718469122801,equal,ToyDown_analytical,1,block_discon
11336999.460489113,8097.856757492223,equal,ToyDown_analytical,1,block_discon
11201886.481179327,8001.34748655666,equal,ToyDown_analytical,1,block_discon
11313819.166229809,8081.2994044498555,equal,ToyDown_analytical,1,block_discon
11013232.07071944,7866.594336228178,equal,ToyDown_analytical,1,block_discon
11285963.02977402,8061.402164124292,equal,ToyDown_analytical,1,block_discon
11340391.603381727,8100.279716701232,equal,ToyDown_analytical,1,block_discon
11086932.702710463,7919.237644793195,equal,ToyDown_analytical,1,block_discon
11101042.352999005,7929.315966427846,equal,ToyDown_analytical,1,block_discon
11102952.873298274,7930.680623784485,equal,ToyDown_analytical,1,block_discon
11126959.33985008,7947.8280998929185,equal,ToyDown_analytical,1,block_discon
10866393.203635516,7761.709431168219,equal,ToyDown_analytical,1,block_discon
10904021.890309643,7788.5870645068835,equal,ToyDown_analytical,1,block_discon
11115735.90860605,7939.811363290047,equal,ToyDown_analytical,1,block_discon
11058846.695687726,7899.176211205523,equal,ToyDown_analytical,1,block_discon
11113304.771320969,7938.074836657837,equal,ToyDown_analytical,1,block_discon
11070583.091687024,7907.559351205007,equal,ToyDown_analytical,1,block_discon
11333494.480203776,8095.353200145556,equal,ToyDown_analytical,1,block_discon
11071469.656847136,7908.192612033685,equal,ToyDown_analytical,1,block_discon
11010355.739805086,7864.539814146497,equal,ToyDown_analytical,1,block_discon
11012445.07154424,7866.032193960157,equal,ToyDown_analytical,1,block_discon
11216278.50455456,8011.627503253268,equal,ToyDown_analytical,1,block_discon
11322566.666571703,8087.547618979794,equal,ToyDown_analytical,1,block_discon
11111885.254418815,7937.06089601343,equal,ToyDown_analytical,1,block_discon
11343033.283666698,8102.1666311905,equal,ToyDown_analytical,1,block_discon
11179254.964008754,7985.182117149111,equal,ToyDown_analytical,1,block_discon
10970330.516462702,7835.950368901927,equal,ToyDown_analytical,1,block_discon
10929162.126977144,7806.544376412247,equal,ToyDown_analytical,1,block_discon
10859055.709300503,7756.468363786083,equal,ToyDown_analytical,1,block_discon
11212067.758090694,8008.619827207648,equal,ToyDown_analytical,1,block_discon
11271779.610586654,8051.271150419032,equal,ToyDown_analytical,1,block_discon
11225218.557268078,8018.013255191493,equal,ToyDown_analytical,1,block_discon
11220871.765714753,8014.90840408197,equal,ToyDown_analytical,1,block_discon
11244717.912001884,8031.941365715628,equal,ToyDown_analytical,1,block_discon
11173362.773645464,7980.973409746757,equal,ToyDown_analytical,1,block_discon
11206110.781000173,8004.364843571536,equal,ToyDown_analytical,1,block_discon
11421529.807931537,8158.235577093952,equal,ToyDown_analytical,1,block_discon
11179434.45338169,7985.3103238440635,equal,ToyDown_analytical,1,block_discon
11142394.77076632,7958.85340769023,equal,ToyDown_analytical,1,block_discon
11106875.726763012,7933.482661973582,equal,ToyDown_analytical,1,block_discon
10942576.59195288,7816.126137109201,equal,ToyDown_analytical,1,block_discon
11360239.903423693,8114.457073874069,equal,ToyDown_analytical,1,block_discon
10839485.979554888,7742.489985396347,equal,ToyDown_analytical,1,block_discon
11273475.698542813,8052.482641816285,equal,ToyDown_analytical,1,block_discon
11239780.986988913,8028.414990706368,equal,ToyDown_analytical,1,block_discon
11133007.46300549,7952.148187861076,equal,ToyDown_analytical,1,block_discon
11375313.368224064,8125.223834445763,equal,ToyDown_analytical,1,block_discon
11428540.244826667,8163.2430320190415,equal,ToyDown_analytical,1,block_discon
11303977.214880962,8074.269439200696,equal,ToyDown_analytical,1,block_discon
11167056.156535428,7976.468683239593,equal,ToyDown_analytical,1,block_discon
11269599.34732614,8049.713819518672,equal,ToyDown_analytical,1,block_discon
11220688.420573123,8014.777443266517,equal,ToyDown_analytical,1,block_discon
11317649.039408099,8084.035028148636,equal,ToyDown_analytical,1,block_discon
11369598.708302572,8121.141934501835,equal,ToyDown_analytical,1,block_discon
11156987.349374197,7969.276678124433,equal,ToyDown_analytical,1,block_discon
11260702.94798923,8043.359248563737,equal,ToyDown_analytical,1,block_discon
11593277.852215627,8280.9127515826,equal,ToyDown_analytical,1,block_discon
11041891.54455055,7887.065388964669,equal,ToyDown_analytical,1,block_discon
11145585.248582661,7961.132320416178,equal,ToyDown_analytical,1,block_discon
11007307.476252902,7862.3624830377885,equal,ToyDown_analytical,1,block_discon
11348966.444827348,8106.404603448109,equal,ToyDown_analytical,1,block_discon
11198199.912195744,7998.714222996972,equal,ToyDown_analytical,1,block_discon
11032881.100537535,7880.629357526802,equal,ToyDown_analytical,1,block_discon
10992014.106519466,7851.438647513898,equal,ToyDown_analytical,1,block_discon
11140094.785143202,7957.210560816573,equal,ToyDown_analytical,1,block_discon
11111176.107181255,7936.554362272318,equal,ToyDown_analytical,1,block_discon
11198129.156678118,7998.663683341486,equal,ToyDown_analytical,1,block_discon
11193832.015905634,7995.594297075452,equal,ToyDown_analytical,1,block_discon
10959559.201165428,7828.256572261017,equal,ToyDown_analytical,1,block_discon
11389773.772537515,8135.552694669653,equal,ToyDown_analytical,1,block_discon
11012556.770825185,7866.111979160842,equal,ToyDown_analytical,1,block_discon
11274833.117400711,8053.452226714792,equal,ToyDown_analytical,1,block_discon
11269635.251395361,8049.7394652824005,equal,ToyDown_analytical,1,block_discon
