variance,frag_score,split,model,eps,district_type
823209.9040296422,588.0070743068799,equal,ToyDown_analytical,1,block_bb
562965.6833052322,402.1183452180255,equal,ToyDown_analytical,1,block_bb
637715.7121137242,455.51122293837415,equal,ToyDown_analytical,1,block_bb
632033.7945226078,451.45271037328985,equal,ToyDown_analytical,1,block_bb
685514.4071596239,489.6531479711581,equal,ToyDown_analytical,1,block_bb
590321.9054982847,421.6585039273393,equal,ToyDown_analytical,1,block_bb
687250.543329881,490.8932452356372,equal,ToyDown_analytical,1,block_bb
663528.395345079,473.9488538179097,equal,ToyDown_analytical,1,block_bb
629101.7550398045,449.35839645700383,equal,ToyDown_analytical,1,block_bb
389460.51016137254,278.18607868669835,equal,ToyDown_analytical,1,block_bb
956884.8316551055,683.489165467937,equal,ToyDown_analytical,1,block_bb
845570.4089017223,603.9788635012309,equal,ToyDown_analytical,1,block_bb
723491.0591059454,516.7793279328222,equal,ToyDown_analytical,1,block_bb
499157.7389698272,356.54124212130546,equal,ToyDown_analytical,1,block_bb
638190.9072500792,455.8506480357675,equal,ToyDown_analytical,1,block_bb
461575.96779443993,329.6971198531672,equal,ToyDown_analytical,1,block_bb
621987.1884639454,444.2765631885309,equal,ToyDown_analytical,1,block_bb
679225.4351782794,485.1610251273494,equal,ToyDown_analytical,1,block_bb
675399.3122313537,482.4280801652632,equal,ToyDown_analytical,1,block_bb
920130.8228556219,657.2363020397285,equal,ToyDown_analytical,1,block_bb
581123.8871314641,415.08849080819095,equal,ToyDown_analytical,1,block_bb
601235.9568031273,429.45425485937346,equal,ToyDown_analytical,1,block_bb
583226.9634273658,416.59068816240955,equal,ToyDown_analytical,1,block_bb
545155.5601311878,389.39682866512874,equal,ToyDown_analytical,1,block_bb
635142.2581006142,453.67304150044777,equal,ToyDown_analytical,1,block_bb
734623.6384175613,524.7311702982569,equal,ToyDown_analytical,1,block_bb
393733.5708001425,281.2382648572404,equal,ToyDown_analytical,1,block_bb
718321.3666172662,513.086690440914,equal,ToyDown_analytical,1,block_bb
810417.6553671984,578.8697538337184,equal,ToyDown_analytical,1,block_bb
429233.04551371245,306.5950325097958,equal,ToyDown_analytical,1,block_bb
695683.7964156735,496.916997439765,equal,ToyDown_analytical,1,block_bb
672334.3395269777,480.2388139478448,equal,ToyDown_analytical,1,block_bb
713945.8517788701,509.96132269919116,equal,ToyDown_analytical,1,block_bb
496632.2380872242,354.7373129194443,equal,ToyDown_analytical,1,block_bb
727446.8634297823,519.6049024498548,equal,ToyDown_analytical,1,block_bb
697137.9980705841,497.95571290756305,equal,ToyDown_analytical,1,block_bb
811335.0572689798,579.525040906414,equal,ToyDown_analytical,1,block_bb
932085.0177253239,665.7750126609494,equal,ToyDown_analytical,1,block_bb
668079.0002098912,477.19928586420974,equal,ToyDown_analytical,1,block_bb
601089.4081775888,429.3495772697068,equal,ToyDown_analytical,1,block_bb
824722.2759245937,589.0873399461306,equal,ToyDown_analytical,1,block_bb
821633.1624831553,586.8808303451076,equal,ToyDown_analytical,1,block_bb
701871.1194304149,501.3365138788671,equal,ToyDown_analytical,1,block_bb
819857.999051211,585.6128564651488,equal,ToyDown_analytical,1,block_bb
622819.9187230152,444.8713705164471,equal,ToyDown_analytical,1,block_bb
525231.1484603889,375.1651060431379,equal,ToyDown_analytical,1,block_bb
838908.9871249106,599.2207050892176,equal,ToyDown_analytical,1,block_bb
649120.2194806907,463.6572996290629,equal,ToyDown_analytical,1,block_bb
476833.2977745916,340.5952126961384,equal,ToyDown_analytical,1,block_bb
545174.318517675,389.41022751262443,equal,ToyDown_analytical,1,block_bb
676246.6295335443,483.0333068096703,equal,ToyDown_analytical,1,block_bb
749311.0086591303,535.2221490422306,equal,ToyDown_analytical,1,block_bb
696755.5073900659,497.682505278619,equal,ToyDown_analytical,1,block_bb
717262.2740139234,512.3301957242325,equal,ToyDown_analytical,1,block_bb
508710.463424266,363.3646167316191,equal,ToyDown_analytical,1,block_bb
533278.5303885811,380.9132359918433,equal,ToyDown_analytical,1,block_bb
772876.5216526225,552.0546583232889,equal,ToyDown_analytical,1,block_bb
787701.5844692357,562.6439889066,equal,ToyDown_analytical,1,block_bb
546960.4349126733,390.68602493762273,equal,ToyDown_analytical,1,block_bb
688530.7765138763,491.80769750991414,equal,ToyDown_analytical,1,block_bb
773237.2623985864,552.3123302847104,equal,ToyDown_analytical,1,block_bb
729416.686683977,521.0119190599812,equal,ToyDown_analytical,1,block_bb
839286.3725147629,599.4902660819747,equal,ToyDown_analytical,1,block_bb
646531.8786884821,461.8084847774941,equal,ToyDown_analytical,1,block_bb
791663.3820663233,565.4738443330924,equal,ToyDown_analytical,1,block_bb
470503.3364619694,336.0738117585502,equal,ToyDown_analytical,1,block_bb
556030.4128939684,397.16458063854856,equal,ToyDown_analytical,1,block_bb
854721.7181448889,610.5155129606333,equal,ToyDown_analytical,1,block_bb
832503.1271151438,594.645090796522,equal,ToyDown_analytical,1,block_bb
755521.7546772165,539.6583961980094,equal,ToyDown_analytical,1,block_bb
536988.7769503496,383.56341210739487,equal,ToyDown_analytical,1,block_bb
550292.1648852318,393.06583206087925,equal,ToyDown_analytical,1,block_bb
797184.4188926029,569.4174420661444,equal,ToyDown_analytical,1,block_bb
702894.6407485234,502.0676005346572,equal,ToyDown_analytical,1,block_bb
705586.5337005113,503.9903812146545,equal,ToyDown_analytical,1,block_bb
614697.3234837985,439.0695167741394,equal,ToyDown_analytical,1,block_bb
632150.3874981004,451.5359910700724,equal,ToyDown_analytical,1,block_bb
786217.3541556102,561.5838243968697,equal,ToyDown_analytical,1,block_bb
621229.9194398017,443.7356567427179,equal,ToyDown_analytical,1,block_bb
798666.6485570141,570.4761775407251,equal,ToyDown_analytical,1,block_bb
