CNTYVTD,18R_Governor_D_tot,ValdezD_18R_Governor_pct,WhiteD_18R_Governor_pct,TOTPOP,HISP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER*,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP*,HVAP_pct,BVAP_pct,WVAP_pct
1133016A,81,0.6913580246913579,0.308641975308642,2510,1145,775.0,533.0,9.0,30.0,2.0,16.0,2274.0,1006.0,769.0,450.0,9.0,25.0,1.0,14.0,0.4423922603342129,0.19788918205804748,0.3381706244503078
1133017,27,0.8148148148148148,0.1851851851851852,1111,195,115.0,792.0,7.0,1.0,0.0,1.0,1018.0,157.0,114.0,738.0,7.0,1.0,0.0,1.0,0.15422396856581533,0.724950884086444,0.11198428290766207
1133018,89,0.8764044943820225,0.12359550561797752,2584,189,54.0,2321.0,5.0,1.0,0.0,14.0,2397.0,154.0,53.0,2174.0,5.0,1.0,0.0,10.0,0.06424697538589905,0.9069670421360032,0.022110972048393827
1133019,36,0.8055555555555556,0.19444444444444445,1335,60,27.0,1224.0,1.0,3.0,0.0,20.0,1216.0,31.0,27.0,1147.0,0.0,3.0,0.0,8.0,0.025493421052631582,0.9432565789473684,0.022203947368421045
1133020,11,0.8181818181818182,0.18181818181818185,205,50,88.0,66.0,0.0,1.0,0.0,0.0,204.0,49.0,88.0,66.0,0.0,1.0,0.0,0.0,0.24019607843137256,0.3235294117647059,0.4313725490196079
1133021,26,0.8076923076923077,0.19230769230769232,1559,208,13.0,1321.0,1.0,7.0,0.0,9.0,1371.0,152.0,13.0,1194.0,1.0,3.0,0.0,8.0,0.11086797957695113,0.8708971553610503,0.009482129832239242
1133022,39,0.7948717948717948,0.20512820512820512,3033,468,22.0,2522.0,4.0,7.0,1.0,9.0,2536.0,291.0,22.0,2211.0,4.0,3.0,1.0,4.0,0.11474763406940065,0.8718454258675079,0.008675078864353312
1133023,45,0.7555555555555555,0.24444444444444444,1503,155,10.0,1314.0,10.0,0.0,0.0,14.0,1310.0,116.0,9.0,1161.0,10.0,0.0,0.0,14.0,0.08854961832061069,0.8862595419847328,0.0068702290076335885
1133024,49,0.7755102040816326,0.22448979591836732,2983,624,19.0,2303.0,12.0,2.0,4.0,19.0,2581.0,427.0,17.0,2119.0,6.0,2.0,2.0,8.0,0.1654397520340953,0.8209996125532739,0.0065865943432778
1133025,5,0.4,0.6,915,759,15.0,137.0,1.0,3.0,0.0,0.0,610.0,493.0,15.0,98.0,1.0,3.0,0.0,0.0,0.8081967213114755,0.16065573770491806,0.024590163934426233
1133026,33,0.8181818181818182,0.18181818181818185,1117,141,6.0,958.0,3.0,0.0,0.0,9.0,986.0,103.0,6.0,872.0,3.0,0.0,0.0,2.0,0.10446247464503043,0.8843813387423936,0.0060851926977687635
1133027,39,0.7435897435897436,0.2564102564102564,1566,118,15.0,1410.0,2.0,1.0,1.0,19.0,1433.0,83.0,14.0,1319.0,2.0,1.0,1.0,13.0,0.05792044661549198,0.9204466154919748,0.009769713886950452
1133028,41,0.8292682926829268,0.17073170731707318,1201,256,10.0,928.0,2.0,0.0,0.0,5.0,1059.0,187.0,10.0,855.0,2.0,0.0,0.0,5.0,0.1765816808309726,0.8073654390934845,0.009442870632672332
1133029,21,0.9047619047619048,0.09523809523809523,1114,418,8.0,677.0,1.0,0.0,0.0,10.0,1000.0,346.0,8.0,643.0,1.0,0.0,0.0,2.0,0.34600000000000003,0.643,0.008
1133030,1,0.0,1.0,24,0,18.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.7391304347826086
1133031,15,0.8,0.2,2190,1407,597.0,175.0,1.0,4.0,1.0,5.0,1697.0,1033.0,526.0,132.0,1.0,4.0,1.0,0.0,0.6087212728344137,0.07778432527990571,0.30995875073659396
1133032,64,0.8125,0.1875,4561,3701,348.0,475.0,11.0,10.0,1.0,15.0,3609.0,2871.0,319.0,391.0,10.0,10.0,1.0,7.0,0.7955112219451371,0.1083402604599612,0.08839013577168191
1133033,8,0.75,0.25,1155,483,16.0,651.0,2.0,2.0,0.0,1.0,908.0,323.0,14.0,566.0,2.0,2.0,0.0,1.0,0.3557268722466961,0.6233480176211453,0.015418502202643172
1133034,57,0.7192982456140351,0.2807017543859649,2095,957,33.0,1095.0,2.0,1.0,0.0,7.0,1752.0,727.0,30.0,992.0,2.0,1.0,0.0,0.0,0.4149543378995434,0.5662100456621004,0.017123287671232876
1133035,63,0.7460317460317459,0.25396825396825395,2729,1067,15.0,1630.0,6.0,1.0,0.0,10.0,2263.0,786.0,13.0,1452.0,6.0,1.0,0.0,5.0,0.347326557666814,0.6416261599646487,0.005744586831639417
1133036,0,0.0,0.0,375,306,4.0,64.0,0.0,0.0,1.0,0.0,298.0,229.0,4.0,64.0,0.0,0.0,1.0,0.0,0.7684563758389261,0.21476510067114093,0.013422818791946308
1133037,26,0.8461538461538461,0.15384615384615385,600,283,4.0,303.0,2.0,0.0,0.0,8.0,484.0,220.0,4.0,254.0,2.0,0.0,0.0,4.0,0.4545454545454545,0.5247933884297521,0.008264462809917356
1133038,63,0.7142857142857143,0.2857142857142857,1250,227,26.0,985.0,8.0,1.0,0.0,3.0,1136.0,186.0,26.0,913.0,8.0,1.0,0.0,2.0,0.1637323943661972,0.8036971830985915,0.022887323943661973
1133039,104,0.8076923076923077,0.19230769230769232,2703,570,63.0,2050.0,2.0,6.0,0.0,12.0,2318.0,369.0,42.0,1893.0,0.0,4.0,0.0,10.0,0.15918895599654875,0.8166522864538395,0.0181190681622088
1133040,30,0.7666666666666667,0.2333333333333333,3672,1162,32.0,2464.0,5.0,0.0,1.0,8.0,2843.0,768.0,27.0,2039.0,5.0,0.0,1.0,3.0,0.27013717903622936,0.7172001406964474,0.009497010200492435
1133041,5,0.8,0.2,631,560,19.0,48.0,0.0,1.0,0.0,3.0,378.0,316.0,16.0,43.0,0.0,1.0,0.0,2.0,0.8359788359788359,0.11375661375661375,0.042328042328042326
1133042,44,0.7954545454545454,0.20454545454545456,2428,835,17.0,1567.0,4.0,3.0,0.0,2.0,1983.0,605.0,16.0,1355.0,3.0,3.0,0.0,1.0,0.3050932929904185,0.6833081190115986,0.008068582955118508
1133043,60,0.8166666666666667,0.18333333333333326,3334,1019,17.0,2280.0,1.0,1.0,0.0,16.0,2808.0,733.0,15.0,2046.0,1.0,1.0,0.0,12.0,0.26103988603988604,0.7286324786324786,0.005341880341880342
1133044,98,0.7653061224489796,0.2346938775510204,4514,1114,17.0,3361.0,10.0,2.0,1.0,9.0,3881.0,802.0,17.0,3046.0,9.0,2.0,1.0,4.0,0.2066477711929915,0.7848492656531821,0.00438031435197114
1133045,26,0.9230769230769232,0.07692307692307693,1046,95,7.0,940.0,0.0,0.0,0.0,4.0,916.0,58.0,7.0,848.0,0.0,0.0,0.0,3.0,0.06331877729257641,0.9257641921397379,0.007641921397379912
1133046,164,0.7439024390243902,0.25609756097560976,4263,2103,612.0,1493.0,12.0,22.0,0.0,21.0,3428.0,1551.0,597.0,1238.0,6.0,22.0,0.0,14.0,0.4524504084014002,0.3611435239206535,0.17415402567094515
1133047,60,0.7333333333333333,0.26666666666666666,5663,2517,660.0,2147.0,12.0,249.0,0.0,78.0,4346.0,1785.0,556.0,1753.0,8.0,198.0,0.0,46.0,0.4107225034514496,0.4033594109526001,0.12793373216751036
1133048,152,0.7565789473684209,0.2434210526315789,2985,700,123.0,2136.0,6.0,6.0,0.0,14.0,2580.0,484.0,121.0,1959.0,2.0,5.0,0.0,9.0,0.1875968992248062,0.7593023255813953,0.04689922480620155
1133049,120,0.7583333333333333,0.2416666666666667,2450,602,14.0,1808.0,4.0,2.0,0.0,20.0,2134.0,443.0,14.0,1660.0,1.0,2.0,0.0,14.0,0.20759137769447047,0.7778819119025304,0.006560449859418931
1133050,79,0.7594936708860759,0.2405063291139241,3280,1428,35.0,1799.0,5.0,1.0,0.0,12.0,2696.0,1066.0,32.0,1585.0,4.0,1.0,0.0,8.0,0.3954005934718101,0.5879080118694362,0.011869436201780416
1133051,23,0.8260869565217391,0.17391304347826084,1071,186,18.0,867.0,0.0,0.0,0.0,0.0,930.0,127.0,18.0,785.0,0.0,0.0,0.0,0.0,0.13655913978494624,0.8440860215053764,0.01935483870967742
1133052,87,0.7241379310344828,0.27586206896551724,4496,584,35.0,3850.0,6.0,2.0,1.0,18.0,3818.0,359.0,33.0,3412.0,5.0,2.0,1.0,6.0,0.09402828706128864,0.8936616029334731,0.008643268727082242
1133053,60,0.9,0.1,5476,2688,208.0,2538.0,5.0,31.0,0.0,6.0,4154.0,1952.0,188.0,1984.0,2.0,27.0,0.0,1.0,0.469908521906596,0.4776119402985074,0.04525758305247954
1133054,263,0.7262357414448669,0.2737642585551331,3434,317,195.0,2910.0,8.0,1.0,0.0,3.0,3106.0,267.0,194.0,2636.0,7.0,1.0,0.0,1.0,0.08596265292981327,0.8486799742433999,0.062459755312298776
1133055,346,0.7023121387283237,0.2976878612716763,2792,308,215.0,2236.0,11.0,3.0,0.0,19.0,2497.0,207.0,213.0,2051.0,11.0,3.0,0.0,12.0,0.0828994793752503,0.8213856627953544,0.08530236283540249
1133056,313,0.7635782747603834,0.2364217252396166,2517,294,183.0,2006.0,5.0,4.0,0.0,25.0,2258.0,235.0,179.0,1816.0,5.0,4.0,0.0,19.0,0.10407440212577504,0.804251550044287,0.07927369353410098
1133057,170,0.8117647058823529,0.18823529411764706,4613,2409,330.0,1848.0,6.0,2.0,1.0,17.0,3773.0,1819.0,305.0,1626.0,6.0,2.0,1.0,14.0,0.4821097270076862,0.43095679830373707,0.08083752981712165
1133058,223,0.7847533632286996,0.2152466367713005,3237,519,29.0,2667.0,3.0,1.0,0.0,18.0,2835.0,421.0,29.0,2374.0,3.0,1.0,0.0,7.0,0.14850088183421514,0.837389770723104,0.010229276895943565
1133059,137,0.7956204379562044,0.2043795620437956,2029,145,36.0,1840.0,3.0,0.0,1.0,4.0,1836.0,105.0,36.0,1688.0,3.0,0.0,1.0,3.0,0.05718954248366012,0.9193899782135077,0.0196078431372549
1133060,141,0.7588652482269503,0.24113475177304966,1484,67,11.0,1388.0,3.0,0.0,0.0,15.0,1323.0,46.0,9.0,1260.0,2.0,0.0,0.0,6.0,0.03476946334089191,0.9523809523809524,0.006802721088435374
1133061,38,0.7894736842105263,0.21052631578947367,1685,417,16.0,1214.0,7.0,0.0,1.0,30.0,1358.0,287.0,16.0,1041.0,5.0,0.0,1.0,8.0,0.21134020618556698,0.7665684830633285,0.0117820324005891
1133062,87,0.7471264367816092,0.25287356321839083,4847,726,48.0,4038.0,22.0,2.0,0.0,11.0,3898.0,458.0,47.0,3372.0,13.0,2.0,0.0,6.0,0.11749615187275525,0.8650590046177526,0.012057465366854798
1133063,209,0.7416267942583732,0.2583732057416268,6211,1402,102.0,4655.0,7.0,21.0,6.0,18.0,4947.0,955.0,98.0,3857.0,4.0,20.0,5.0,8.0,0.19304629068122092,0.7796644430968264,0.019809985850010103
1133064,192,0.7239583333333334,0.2760416666666667,2672,354,46.0,2253.0,4.0,5.0,0.0,10.0,2229.0,224.0,43.0,1949.0,2.0,5.0,0.0,6.0,0.10049349484073576,0.8743831314490803,0.019291161956034097
1133065,143,0.7622377622377622,0.23776223776223776,3625,1046,80.0,2480.0,5.0,0.0,1.0,13.0,2928.0,691.0,79.0,2152.0,2.0,0.0,1.0,3.0,0.23599726775956284,0.7349726775956285,0.02698087431693989
1133066,93,0.7311827956989247,0.26881720430107525,4140,1522,64.0,2540.0,5.0,0.0,0.0,9.0,3305.0,1069.0,54.0,2176.0,2.0,0.0,0.0,4.0,0.3234493192133132,0.6583963691376702,0.016338880484114974
1133067,37,0.7297297297297297,0.2702702702702703,4638,1969,168.0,2442.0,7.0,15.0,7.0,30.0,3539.0,1331.0,151.0,2013.0,6.0,13.0,5.0,20.0,0.3760949420740322,0.5688047471037017,0.042667420175190734
1133068,198,0.7676767676767676,0.2323232323232323,4603,1241,91.0,3218.0,9.0,20.0,0.0,24.0,3543.0,803.0,82.0,2623.0,7.0,17.0,0.0,11.0,0.2266440869319785,0.7403330510866497,0.02314422805532035
1133069,62,0.8064516129032258,0.1935483870967742,2546,345,25.0,2167.0,3.0,2.0,3.0,1.0,2145.0,226.0,22.0,1890.0,3.0,2.0,1.0,1.0,0.10536130536130536,0.8811188811188811,0.010256410256410256
1133070,113,0.8053097345132744,0.1946902654867257,2940,256,19.0,2648.0,8.0,6.0,0.0,3.0,2482.0,143.0,19.0,2309.0,3.0,5.0,0.0,3.0,0.057614826752618864,0.9302981466559228,0.007655116841257052
1133071,122,0.7868852459016393,0.21311475409836064,2530,155,25.0,2322.0,5.0,11.0,0.0,12.0,2205.0,105.0,24.0,2051.0,5.0,11.0,0.0,9.0,0.047619047619047616,0.9301587301587302,0.010884353741496598
1133072,2,1.0,0.0,236,87,27.0,120.0,1.0,0.0,0.0,1.0,197.0,64.0,26.0,105.0,1.0,0.0,0.0,1.0,0.3248730964467005,0.5329949238578681,0.1319796954314721
1133073,8,0.875,0.125,74,25,2.0,47.0,0.0,0.0,0.0,0.0,58.0,13.0,2.0,43.0,0.0,0.0,0.0,0.0,0.2241379310344828,0.7413793103448276,0.03448275862068965
1133074,13,0.6153846153846154,0.38461538461538464,3294,2034,206.0,1046.0,7.0,0.0,1.0,0.0,2504.0,1511.0,189.0,796.0,7.0,0.0,1.0,0.0,0.6034345047923323,0.3178913738019169,0.07547923322683706
1133075,15,0.8,0.2,854,124,45.0,684.0,0.0,0.0,0.0,1.0,770.0,99.0,45.0,625.0,0.0,0.0,0.0,1.0,0.12857142857142856,0.8116883116883117,0.05844155844155844
1133077,141,0.8156028368794326,0.18439716312056734,5273,2210,860.0,2073.0,14.0,92.0,0.0,24.0,4090.0,1613.0,756.0,1624.0,10.0,72.0,0.0,15.0,0.3943765281173594,0.3970660146699265,0.18484107579462106
1133078,111,0.8108108108108109,0.1891891891891892,4916,1979,502.0,2352.0,10.0,48.0,0.0,25.0,3828.0,1398.0,430.0,1943.0,9.0,42.0,0.0,6.0,0.3652037617554859,0.5075757575757576,0.11233019853709507
1133079,12,0.8333333333333334,0.16666666666666666,2019,1164,553.0,257.0,13.0,10.0,1.0,21.0,1523.0,825.0,487.0,180.0,11.0,8.0,1.0,11.0,0.5416940249507551,0.11818778726198292,0.319763624425476
1133080,32,0.75,0.25,3225,1932,790.0,474.0,5.0,10.0,0.0,14.0,2390.0,1375.0,666.0,331.0,4.0,7.0,0.0,7.0,0.5753138075313807,0.1384937238493724,0.2786610878661088
1133081,95,0.5157894736842106,0.4842105263157895,659,213,392.0,18.0,3.0,32.0,0.0,1.0,633.0,206.0,376.0,18.0,3.0,29.0,0.0,1.0,0.325434439178515,0.02843601895734597,0.593996840442338
1133082,85,0.7647058823529411,0.2352941176470588,6287,2829,351.0,3063.0,12.0,8.0,0.0,24.0,4802.0,1987.0,323.0,2463.0,11.0,8.0,0.0,10.0,0.4137859225322782,0.5129112869637651,0.06726364014993752
1133083,23,0.8260869565217391,0.17391304347826084,3379,2055,691.0,615.0,8.0,9.0,0.0,1.0,2641.0,1503.0,614.0,507.0,8.0,8.0,0.0,1.0,0.5691026126467247,0.19197273759939415,0.2324876940552821
1133084,58,0.6724137931034483,0.3275862068965517,1180,678,244.0,223.0,2.0,16.0,0.0,17.0,952.0,524.0,225.0,176.0,2.0,15.0,0.0,10.0,0.5504201680672269,0.18487394957983194,0.23634453781512604
1133086,97,0.7010309278350515,0.29896907216494845,3666,1034,2348.0,85.0,8.0,159.0,0.0,32.0,3622.0,1025.0,2318.0,81.0,8.0,159.0,0.0,31.0,0.2829928216454997,0.02236333517393705,0.6399779127553837
1133087,0,0.0,0.0,10,0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1133088,1,1.0,0.0,267,200,28.0,39.0,0.0,0.0,0.0,0.0,204.0,153.0,19.0,32.0,0.0,0.0,0.0,0.0,0.75,0.1568627450980392,0.0931372549019608
1133089,0,0.0,0.0,25,17,8.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.32
1133090,39,0.8205128205128205,0.1794871794871795,876,439,215.0,185.0,1.0,21.0,0.0,15.0,808.0,398.0,207.0,167.0,1.0,20.0,0.0,15.0,0.4925742574257426,0.20668316831683167,0.2561881188118812
1133091,0,0.0,0.0,5,0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1133092,84,0.8095238095238095,0.19047619047619047,2604,1005,107.0,1456.0,1.0,7.0,0.0,28.0,1951.0,659.0,103.0,1174.0,0.0,6.0,0.0,9.0,0.3377754997437212,0.601742696053306,0.05279343926191697
1133093,0,0.0,0.0,67,31,34.0,2.0,0.0,0.0,0.0,0.0,64.0,28.0,34.0,2.0,0.0,0.0,0.0,0.0,0.4375,0.03125,0.53125
1133094,0,0.0,0.0,13,2,3.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75
1133097,15,0.8666666666666667,0.13333333333333333,155,15,0.0,139.0,0.0,0.0,0.0,1.0,142.0,13.0,0.0,128.0,0.0,0.0,0.0,1.0,0.09154929577464788,0.9014084507042254,0.0
1133098,10,0.7,0.3,357,83,10.0,263.0,0.0,0.0,0.0,1.0,336.0,70.0,10.0,256.0,0.0,0.0,0.0,0.0,0.20833333333333331,0.7619047619047619,0.029761904761904764
1133099,24,0.875,0.125,524,79,10.0,432.0,1.0,0.0,0.0,2.0,468.0,60.0,8.0,397.0,1.0,0.0,0.0,2.0,0.1282051282051282,0.8482905982905983,0.017094017094017096
1133100,111,0.7297297297297297,0.2702702702702703,2786,934,570.0,1222.0,20.0,23.0,5.0,12.0,2121.0,622.0,475.0,984.0,12.0,20.0,4.0,4.0,0.2932578972182933,0.4639321074964639,0.22395096652522395
1133101,32,0.65625,0.34375,863,198,210.0,436.0,3.0,11.0,0.0,5.0,667.0,101.0,185.0,364.0,3.0,11.0,0.0,3.0,0.15142428785607195,0.545727136431784,0.2773613193403298
1133102,104,0.7115384615384616,0.28846153846153844,5486,1786,892.0,2646.0,25.0,85.0,2.0,50.0,4349.0,1258.0,796.0,2186.0,13.0,70.0,2.0,24.0,0.2892618992871925,0.5026442860427685,0.1830305817429294
1133103,142,0.7112676056338029,0.2887323943661972,4421,1250,633.0,2401.0,4.0,64.0,0.0,69.0,3433.0,922.0,542.0,1877.0,3.0,54.0,0.0,35.0,0.26856976405476257,0.54675211185552,0.15787940576755025
1133104,249,0.7871485943775101,0.21285140562249,6834,2522,1267.0,2813.0,9.0,184.0,5.0,34.0,5340.0,1763.0,1120.0,2283.0,6.0,149.0,4.0,15.0,0.3301498127340824,0.4275280898876405,0.20973782771535585
1133105,139,0.7266187050359713,0.2733812949640288,3290,1145,819.0,1216.0,7.0,50.0,0.0,53.0,2689.0,886.0,742.0,984.0,5.0,43.0,0.0,29.0,0.3294905169207884,0.3659352919300856,0.2759390107846783
1133106,111,0.8198198198198198,0.18018018018018014,5301,2093,940.0,2176.0,13.0,40.0,3.0,36.0,4027.0,1454.0,791.0,1718.0,10.0,26.0,3.0,25.0,0.3610628259250062,0.426620312888006,0.19642413707474546
1133107,130,0.7615384615384615,0.2384615384615385,3846,937,554.0,2302.0,5.0,34.0,1.0,13.0,3176.0,696.0,489.0,1952.0,3.0,30.0,1.0,5.0,0.21914357682619648,0.6146095717884131,0.15396725440806044
1133108,93,0.7311827956989247,0.26881720430107525,3005,873,1549.0,509.0,17.0,32.0,0.0,25.0,2458.0,593.0,1398.0,410.0,13.0,28.0,0.0,16.0,0.241253051261188,0.16680227827502034,0.5687550854353133
1133109,173,0.6184971098265896,0.3815028901734104,4172,895,2063.0,893.0,11.0,238.0,1.0,71.0,3416.0,679.0,1816.0,677.0,8.0,194.0,1.0,41.0,0.1987704918032787,0.19818501170960187,0.531615925058548
1133110,158,0.8607594936708861,0.13924050632911392,4420,1351,554.0,2422.0,7.0,47.0,0.0,39.0,3391.0,905.0,481.0,1942.0,5.0,36.0,0.0,22.0,0.2668829253907402,0.5726924211147154,0.14184606310822767
1133111,0,0.0,0.0,17,0,17.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1133112,2,1.0,0.0,15,0,10.0,4.0,0.0,0.0,0.0,1.0,14.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.6428571428571429
1133200,111,0.6396396396396397,0.3603603603603603,2733,552,1285.0,821.0,6.0,58.0,1.0,10.0,2440.0,454.0,1193.0,728.0,6.0,53.0,1.0,5.0,0.1860655737704918,0.2983606557377049,0.4889344262295082
1133201,95,0.6105263157894737,0.3894736842105263,2814,963,1086.0,722.0,9.0,20.0,4.0,10.0,2341.0,730.0,976.0,606.0,9.0,14.0,3.0,3.0,0.31183255019222555,0.2588637334472448,0.41691584792823577
1133202,123,0.6991869918699187,0.3008130081300813,3261,1292,664.0,1232.0,4.0,51.0,0.0,18.0,2677.0,931.0,615.0,1075.0,3.0,43.0,0.0,10.0,0.3477773627194621,0.4015689204333209,0.22973477773627196
1133203,76,0.6973684210526315,0.3026315789473684,2900,1144,817.0,858.0,9.0,57.0,0.0,15.0,2317.0,824.0,747.0,682.0,7.0,50.0,0.0,7.0,0.3556322831247303,0.2943461372464394,0.32239965472593873
1133204,95,0.7684210526315789,0.23157894736842105,4864,2112,1460.0,1192.0,14.0,59.0,0.0,27.0,3854.0,1521.0,1341.0,928.0,12.0,46.0,0.0,6.0,0.3946549039958485,0.2407887908666321,0.3479501816294759
1133205,105,0.7142857142857143,0.2857142857142857,2940,1036,238.0,1616.0,4.0,37.0,0.0,9.0,2368.0,773.0,221.0,1337.0,3.0,32.0,0.0,2.0,0.3264358108108108,0.5646114864864865,0.0933277027027027
1133206,88,0.6590909090909091,0.3409090909090909,3109,1001,1448.0,571.0,6.0,60.0,1.0,22.0,2699.0,797.0,1351.0,478.0,6.0,55.0,1.0,11.0,0.29529455353834755,0.1771026306039274,0.5005557613931085
1133207,84,0.6547619047619048,0.34523809523809523,4912,2125,1591.0,1110.0,22.0,40.0,1.0,23.0,3999.0,1586.0,1425.0,921.0,16.0,38.0,1.0,12.0,0.3965991497874469,0.23030757689422354,0.3563390847711928
1133208,53,0.7735849056603774,0.22641509433962265,4384,2225,1092.0,937.0,6.0,93.0,4.0,27.0,3410.0,1597.0,979.0,750.0,2.0,72.0,4.0,6.0,0.4683284457478006,0.21994134897360704,0.2870967741935484
1133209,2,0.5,0.5,246,91,100.0,43.0,0.0,10.0,0.0,2.0,211.0,75.0,91.0,33.0,0.0,10.0,0.0,2.0,0.35545023696682465,0.15639810426540285,0.4312796208530806
1133210,87,0.632183908045977,0.36781609195402293,3518,1477,1284.0,648.0,8.0,79.0,0.0,22.0,3022.0,1158.0,1209.0,563.0,8.0,72.0,0.0,12.0,0.3831899404367968,0.18630046326935806,0.40006618133686295
1133211,26,0.9230769230769232,0.07692307692307693,3329,2017,760.0,519.0,6.0,18.0,0.0,9.0,2547.0,1486.0,664.0,374.0,6.0,16.0,0.0,1.0,0.5834314880251276,0.1468394189242246,0.2606988614055752
1133300,88,0.5454545454545454,0.4545454545454545,4330,1435,2048.0,527.0,15.0,280.0,0.0,25.0,3460.0,989.0,1802.0,423.0,13.0,222.0,0.0,11.0,0.2858381502890173,0.1222543352601156,0.5208092485549133
1133301,101,0.6237623762376238,0.3762376237623761,4301,1542,2131.0,393.0,25.0,172.0,0.0,38.0,3501.0,1155.0,1853.0,306.0,16.0,155.0,0.0,16.0,0.3299057412167952,0.08740359897172237,0.5292773493287632
1133302,26,0.7692307692307693,0.2307692307692308,2412,673,1169.0,370.0,5.0,169.0,0.0,26.0,1929.0,459.0,1025.0,277.0,4.0,151.0,0.0,13.0,0.2379471228615863,0.14359771902540175,0.5313634007257646
1133303,40,0.8,0.2,6087,2815,1858.0,1104.0,13.0,241.0,18.0,38.0,4645.0,2013.0,1572.0,822.0,12.0,203.0,9.0,14.0,0.4333692142088267,0.17696447793326156,0.3384284176533908
1133304,61,0.7377049180327869,0.26229508196721313,5048,1801,2218.0,573.0,22.0,388.0,1.0,45.0,4040.0,1380.0,1883.0,429.0,14.0,312.0,1.0,21.0,0.3415841584158416,0.1061881188118812,0.4660891089108911
1133305,71,0.676056338028169,0.323943661971831,7288,2544,2849.0,1366.0,26.0,468.0,2.0,33.0,5662.0,1830.0,2412.0,989.0,24.0,386.0,2.0,19.0,0.32320734722712824,0.17467326033203814,0.4259978806075592
1133306,18,0.6111111111111112,0.3888888888888889,4559,2088,1593.0,753.0,13.0,90.0,3.0,19.0,3405.0,1443.0,1378.0,487.0,13.0,76.0,3.0,5.0,0.4237885462555066,0.14302496328928047,0.4046989720998532
1133307,34,0.7647058823529411,0.2352941176470588,4657,2329,1495.0,728.0,17.0,55.0,0.0,33.0,3441.0,1688.0,1190.0,499.0,7.0,41.0,0.0,16.0,0.4905550712002325,0.14501598372566116,0.34582970066841034
1133308,51,0.7254901960784313,0.27450980392156865,5188,2597,1799.0,727.0,12.0,29.0,0.0,24.0,3972.0,1848.0,1536.0,552.0,7.0,21.0,0.0,8.0,0.4652567975830816,0.13897280966767372,0.3867069486404834
1133309,50,0.64,0.36,3277,1115,1445.0,625.0,11.0,55.0,1.0,25.0,2551.0,763.0,1277.0,457.0,9.0,38.0,1.0,6.0,0.2990983927871423,0.17914543316346532,0.5005880047040376
1133310,44,0.7045454545454546,0.2954545454545455,5319,2007,2556.0,647.0,30.0,37.0,2.0,40.0,4250.0,1446.0,2230.0,497.0,24.0,35.0,1.0,17.0,0.3402352941176471,0.11694117647058826,0.5247058823529411
1133311,35,0.7714285714285715,0.22857142857142854,4564,1793,2088.0,564.0,21.0,54.0,1.0,43.0,3516.0,1254.0,1779.0,404.0,13.0,43.0,1.0,22.0,0.35665529010238906,0.1149032992036405,0.5059726962457338
1133312,64,0.765625,0.234375,5657,1761,2305.0,1102.0,15.0,441.0,12.0,21.0,4398.0,1228.0,1934.0,857.0,14.0,352.0,8.0,5.0,0.27921782628467484,0.19486130059117784,0.4397453387903593
1133313,110,0.7454545454545455,0.2545454545454545,8253,2775,2576.0,2502.0,38.0,280.0,0.0,82.0,6215.0,1964.0,2088.0,1887.0,30.0,218.0,0.0,28.0,0.3160096540627514,0.30362027353177795,0.3359613837489944
1133314,71,0.7183098591549296,0.28169014084507044,6299,2669,1793.0,1668.0,9.0,129.0,8.0,23.0,4755.0,1863.0,1510.0,1274.0,8.0,89.0,4.0,7.0,0.3917981072555205,0.26792849631966353,0.3175604626708728
1133315,25,0.68,0.32,3794,1817,1183.0,617.0,10.0,103.0,5.0,59.0,2786.0,1280.0,980.0,400.0,5.0,78.0,3.0,40.0,0.4594400574300072,0.14357501794687724,0.3517587939698493
1133316,41,0.7073170731707317,0.2926829268292683,4584,1585,1731.0,1009.0,7.0,210.0,3.0,39.0,3601.0,1127.0,1516.0,785.0,7.0,150.0,3.0,13.0,0.3129686198278256,0.2179950013885032,0.42099416828658703
1133317,41,0.8048780487804879,0.1951219512195122,3017,1280,1072.0,575.0,8.0,67.0,0.0,15.0,2348.0,892.0,919.0,475.0,6.0,52.0,0.0,4.0,0.3798977853492334,0.2022998296422487,0.39139693356047706
