state,county,HISP,male,female,VAP,HVAP,NH_WHITEPOP,NH_BLACKPOP,NH_AMINPOP,NH_ASIANPOP,NH_HAWAIIANPOP,NH_OTHERPOP,NH_WVAP,NH_BVAP,NH_AMINVAP,NH_ASIANVAP,NH_HAWAIIANVAP,NH_OTHERVAP,TOTPOP
48,047,6590,3579.0,3644.0,5217.0,4712.0,573.0,19.0,10.0,18.0,0.0,13.0,460.0,15.0,8.0,15.0,0.0,7.0,7223
48,049,7453,18838.0,19268.0,28985.0,4647.0,28478.0,1303.0,170.0,160.0,14.0,528.0,22832.0,942.0,136.0,125.0,10.0,293.0,38106
48,051,3166,8504.0,8683.0,13142.0,1986.0,11696.0,2064.0,48.0,25.0,3.0,185.0,9481.0,1515.0,37.0,24.0,3.0,96.0,17187
48,053,8652,20989.0,21761.0,32829.0,5344.0,32530.0,700.0,169.0,198.0,13.0,488.0,26355.0,529.0,140.0,157.0,11.0,293.0,42750
48,055,17922,19180.0,18886.0,28008.0,11743.0,16841.0,2456.0,90.0,344.0,8.0,405.0,13761.0,1920.0,67.0,277.0,5.0,235.0,38066
48,057,9922,10847.0,10534.0,15710.0,6416.0,9794.0,519.0,36.0,943.0,4.0,163.0,8065.0,404.0,29.0,684.0,3.0,109.0,21381
48,059,1025,6607.0,6937.0,10319.0,642.0,12065.0,135.0,61.0,56.0,7.0,195.0,9378.0,89.0,40.0,47.0,5.0,118.0,13544
48,061,357747,195394.0,210826.0,272021.0,231515.0,43427.0,1192.0,385.0,2486.0,76.0,907.0,36780.0,912.0,286.0,1877.0,59.0,592.0,406220
48,063,2648,6086.0,6315.0,9046.0,1480.0,7298.0,2133.0,38.0,59.0,17.0,208.0,5832.0,1573.0,30.0,35.0,10.0,86.0,12401
48,065,525,3042.0,3140.0,4595.0,335.0,5473.0,35.0,56.0,19.0,0.0,74.0,4146.0,18.0,47.0,13.0,0.0,36.0,6182
48,067,1053,14777.0,15687.0,23399.0,596.0,23522.0,5299.0,133.0,89.0,4.0,364.0,18555.0,3893.0,109.0,67.0,4.0,175.0,30464
48,069,4828,4084.0,3978.0,5539.0,3005.0,3004.0,149.0,29.0,30.0,0.0,22.0,2385.0,95.0,20.0,24.0,0.0,10.0,8062
48,071,6635,17661.0,17435.0,25085.0,3967.0,24767.0,2817.0,134.0,326.0,13.0,404.0,18479.0,2092.0,104.0,235.0,5.0,203.0,35096
48,073,10499,25850.0,24995.0,37672.0,6137.0,31892.0,7401.0,125.0,221.0,6.0,701.0,25401.0,5537.0,111.0,159.0,4.0,323.0,50845
48,075,1885,4121.0,2920.0,5533.0,1393.0,4327.0,684.0,28.0,47.0,2.0,68.0,3439.0,606.0,17.0,37.0,1.0,40.0,7041
48,077,467,5283.0,5469.0,8310.0,277.0,9941.0,53.0,115.0,28.0,1.0,147.0,7789.0,37.0,79.0,26.0,1.0,101.0,10752
48,079,1654,1535.0,1592.0,2209.0,1027.0,1329.0,110.0,12.0,3.0,3.0,16.0,1070.0,86.0,12.0,1.0,1.0,12.0,3127
48,081,602,1626.0,1694.0,2621.0,406.0,2651.0,7.0,19.0,5.0,1.0,35.0,2168.0,6.0,17.0,5.0,1.0,18.0,3320
48,083,1419,4416.0,4479.0,6916.0,907.0,7123.0,186.0,40.0,32.0,1.0,94.0,5755.0,139.0,32.0,23.0,1.0,59.0,8895
48,085,115354,384363.0,397978.0,557664.0,72370.0,493492.0,64715.0,3278.0,87276.0,387.0,17839.0,368136.0,44429.0,2320.0,61146.0,292.0,8971.0,782341
48,087,916,1498.0,1559.0,2212.0,522.0,1937.0,122.0,41.0,3.0,0.0,38.0,1538.0,98.0,30.0,3.0,0.0,21.0,3057
48,089,5452,10347.0,10527.0,15906.0,3455.0,12496.0,2636.0,24.0,75.0,15.0,176.0,10357.0,1918.0,21.0,50.0,11.0,94.0,20874
48,091,26989,53254.0,55218.0,82775.0,17782.0,77387.0,1606.0,355.0,813.0,45.0,1277.0,62003.0,1228.0,296.0,653.0,39.0,774.0,108472
48,093,3605,6885.0,7089.0,10594.0,2164.0,10145.0,25.0,47.0,34.0,4.0,114.0,8273.0,16.0,38.0,25.0,1.0,77.0,13974
48,095,2173,2793.0,1294.0,3510.0,1918.0,1810.0,57.0,13.0,14.0,5.0,15.0,1499.0,53.0,11.0,12.0,5.0,12.0,4087
48,097,5997,19056.0,19381.0,28606.0,3408.0,30255.0,1018.0,303.0,278.0,19.0,567.0,23790.0,670.0,214.0,215.0,6.0,303.0,38437
48,099,11973,36892.0,38496.0,54383.0,7465.0,46776.0,11450.0,439.0,1332.0,632.0,2786.0,35409.0,8442.0,328.0,1107.0,396.0,1236.0,75388
48,101,316,713.0,792.0,1155.0,203.0,1043.0,129.0,4.0,0.0,1.0,12.0,848.0,93.0,1.0,0.0,1.0,9.0,1505
48,103,2409,2145.0,2230.0,3086.0,1537.0,1761.0,122.0,34.0,13.0,0.0,36.0,1402.0,82.0,25.0,12.0,0.0,28.0,4375
48,105,2352,1831.0,1888.0,2725.0,1572.0,1312.0,13.0,8.0,11.0,0.0,23.0,1106.0,12.0,6.0,11.0,0.0,18.0,3719
48,107,3171,2917.0,3142.0,4312.0,2010.0,2625.0,199.0,13.0,4.0,2.0,45.0,2118.0,140.0,13.0,3.0,2.0,26.0,6059
48,109,1827,1167.0,1231.0,1731.0,1265.0,504.0,8.0,13.0,22.0,0.0,24.0,415.0,7.0,12.0,19.0,0.0,13.0,2398
48,111,2717,3482.0,3221.0,4700.0,1700.0,3726.0,81.0,34.0,37.0,5.0,103.0,2831.0,61.0,29.0,26.0,4.0,49.0,6703
48,113,905940,1171002.0,1197137.0,1713876.0,569832.0,784693.0,518732.0,7330.0,117797.0,874.0,32773.0,657889.0,370517.0,5740.0,90319.0,660.0,18919.0,2368139
48,115,7387,7815.0,6018.0,10411.0,5067.0,5402.0,860.0,28.0,46.0,2.0,108.0,4489.0,728.0,22.0,34.0,2.0,69.0,13833
48,117,13039,9652.0,9720.0,13131.0,8079.0,5939.0,158.0,52.0,56.0,2.0,126.0,4759.0,129.0,40.0,44.0,2.0,78.0,19372
48,119,288,2563.0,2668.0,4046.0,169.0,4351.0,375.0,59.0,30.0,0.0,128.0,3467.0,270.0,49.0,24.0,0.0,67.0,5231
48,121,120836,325960.0,336654.0,480354.0,76110.0,426887.0,54034.0,3143.0,43091.0,411.0,14212.0,324071.0,38941.0,2291.0,31150.0,315.0,7476.0,662614
48,123,6502,10447.0,9650.0,15604.0,4539.0,11482.0,1781.0,43.0,44.0,0.0,245.0,9479.0,1418.0,33.0,28.0,0.0,107.0,20097
48,125,708,1383.0,1061.0,1952.0,494.0,1590.0,92.0,21.0,18.0,0.0,15.0,1329.0,88.0,12.0,18.0,0.0,11.0,2444
48,127,8616,4839.0,5157.0,6995.0,5898.0,1217.0,81.0,7.0,51.0,0.0,24.0,981.0,54.0,7.0,36.0,0.0,19.0,9996
48,129,309,1825.0,1852.0,2919.0,206.0,3136.0,163.0,15.0,9.0,2.0,43.0,2558.0,108.0,14.0,7.0,2.0,24.0,3677
48,131,10424,6077.0,5705.0,8707.0,7608.0,1206.0,86.0,18.0,17.0,5.0,26.0,965.0,83.0,16.0,16.0,1.0,18.0,11782
48,133,2673,9071.0,9512.0,14421.0,1660.0,15271.0,318.0,92.0,62.0,8.0,159.0,12244.0,273.0,77.0,53.0,8.0,106.0,18583
48,135,72331,67686.0,69444.0,97322.0,46135.0,56306.0,5596.0,623.0,1004.0,106.0,1164.0,45265.0,3940.0,474.0,749.0,74.0,685.0,137130
48,137,1027,1021.0,981.0,1585.0,741.0,947.0,10.0,11.0,3.0,0.0,4.0,822.0,6.0,9.0,3.0,0.0,4.0,2002
48,139,35161,73870.0,75740.0,106295.0,21088.0,97987.0,13161.0,565.0,811.0,87.0,1838.0,74106.0,9116.0,441.0,576.0,54.0,914.0,149610
48,141,658134,387874.0,412771.0,559832.0,446692.0,105244.0,20649.0,2269.0,7551.0,805.0,5993.0,86082.0,15229.0,1666.0,6152.0,574.0,3437.0,800645
48,143,7279,18605.0,19285.0,29442.0,4543.0,29382.0,431.0,170.0,240.0,12.0,376.0,23957.0,352.0,128.0,193.0,11.0,258.0,37890
48,145,3716,8494.0,9372.0,13989.0,2532.0,9381.0,4463.0,60.0,46.0,10.0,190.0,7880.0,3396.0,50.0,41.0,4.0,86.0,17866
48,147,3226,17988.0,15927.0,26412.0,2178.0,27433.0,2273.0,294.0,122.0,6.0,561.0,21700.0,1905.0,214.0,96.0,6.0,313.0,33915
48,149,4585,12081.0,12473.0,19165.0,2871.0,18038.0,1599.0,69.0,61.0,6.0,196.0,14948.0,1136.0,55.0,42.0,5.0,108.0,24554
48,151,999,1958.0,2016.0,3076.0,686.0,2797.0,124.0,12.0,7.0,0.0,35.0,2256.0,96.0,12.0,3.0,0.0,23.0,3974
48,153,3410,3176.0,3270.0,4584.0,2078.0,2777.0,211.0,16.0,11.0,1.0,20.0,2322.0,151.0,16.0,7.0,1.0,9.0,6446
48,155,187,637.0,699.0,1058.0,128.0,1087.0,53.0,1.0,4.0,0.0,4.0,893.0,30.0,1.0,2.0,0.0,4.0,1336
48,157,138967,287368.0,298007.0,411540.0,89316.0,211680.0,123267.0,1159.0,98762.0,174.0,11366.0,159069.0,84977.0,792.0,71297.0,120.0,5969.0,585375
48,159,1333,5215.0,5390.0,8003.0,776.0,8601.0,411.0,65.0,49.0,0.0,146.0,6782.0,285.0,50.0,28.0,0.0,82.0,10605
48,161,2694,10437.0,9379.0,15186.0,1722.0,13656.0,3164.0,77.0,50.0,5.0,170.0,10796.0,2467.0,52.0,41.0,5.0,103.0,19816
48,163,13401,10032.0,7185.0,12958.0,9659.0,2796.0,524.0,38.0,362.0,1.0,95.0,2333.0,511.0,30.0,353.0,1.0,71.0,17217
48,165,6413,8798.0,8728.0,11420.0,4049.0,10628.0,261.0,46.0,37.0,0.0,141.0,7067.0,172.0,37.0,20.0,0.0,75.0,17526
48,167,65270,144234.0,147075.0,217142.0,42649.0,172652.0,39229.0,1052.0,8515.0,128.0,4463.0,136259.0,28423.0,842.0,6427.0,103.0,2439.0,291309
48,169,3046,4092.0,2369.0,5185.0,2390.0,2962.0,392.0,25.0,8.0,3.0,25.0,2442.0,319.0,14.0,8.0,0.0,12.0,6461
48,171,4969,11968.0,12869.0,19796.0,3149.0,19472.0,47.0,68.0,88.0,11.0,182.0,16366.0,35.0,55.0,67.0,8.0,116.0,24837
48,173,378,649.0,577.0,874.0,246.0,825.0,15.0,3.0,1.0,2.0,2.0,613.0,8.0,3.0,1.0,1.0,2.0,1226
48,175,2462,3596.0,3614.0,5562.0,1684.0,4337.0,310.0,29.0,11.0,0.0,61.0,3572.0,236.0,24.0,8.0,0.0,38.0,7210
48,177,9353,9959.0,9848.0,14439.0,6019.0,8836.0,1353.0,41.0,73.0,5.0,146.0,7229.0,1032.0,27.0,54.0,5.0,73.0,19807
48,179,5365,11703.0,10832.0,16964.0,3311.0,15564.0,1055.0,152.0,83.0,1.0,315.0,12391.0,892.0,133.0,66.0,1.0,170.0,22535
48,181,13688,58917.0,61960.0,91745.0,8206.0,95103.0,6938.0,1603.0,1034.0,38.0,2473.0,75253.0,4969.0,1165.0,822.0,28.0,1302.0,120877
48,183,20018,59468.0,62262.0,90709.0,11928.0,74005.0,24068.0,497.0,1316.0,35.0,1791.0,59359.0,17147.0,394.0,996.0,31.0,854.0,121730
48,185,5652,14487.0,12117.0,20545.0,3662.0,16133.0,4348.0,82.0,61.0,7.0,321.0,13182.0,3402.0,69.0,43.0,7.0,180.0,26604
48,187,46889,64762.0,66771.0,95129.0,30370.0,72086.0,7963.0,436.0,1748.0,146.0,2265.0,55926.0,5849.0,330.0,1377.0,114.0,1163.0,131533
48,189,20269,18737.0,17536.0,25839.0,12855.0,13647.0,1803.0,103.0,133.0,19.0,299.0,11203.0,1413.0,78.0,109.0,13.0,168.0,36273
48,191,1087,1657.0,1696.0,2486.0,660.0,1998.0,235.0,13.0,2.0,0.0,18.0,1635.0,163.0,10.0,2.0,0.0,16.0,3353
48,193,863,4195.0,4322.0,6701.0,527.0,7495.0,38.0,31.0,31.0,1.0,58.0,6065.0,25.0,22.0,25.0,1.0,36.0,8517
48,195,2430,2803.0,2810.0,3910.0,1472.0,3088.0,31.0,11.0,16.0,0.0,37.0,2376.0,21.0,10.0,10.0,0.0,21.0,5613
48,197,889,2051.0,2088.0,3120.0,513.0,2938.0,217.0,15.0,12.0,0.0,68.0,2388.0,161.0,11.0,10.0,0.0,37.0,4139
48,199,2384,26942.0,27693.0,40525.0,1455.0,48088.0,3181.0,182.0,269.0,6.0,525.0,36192.0,2239.0,159.0,201.0,5.0,274.0,54635
48,201,1671540,2037405.0,2055054.0,2944624.0,1082570.0,1349646.0,754258.0,8150.0,249853.0,2260.0,56752.0,1085630.0,541108.0,6252.0,194956.0,1636.0,32472.0,4092459
48,203,7254,32224.0,33407.0,48650.0,4095.0,42654.0,14303.0,277.0,331.0,26.0,786.0,33007.0,10687.0,212.0,242.0,18.0,389.0,65631
48,205,1448,3700.0,2362.0,4693.0,1050.0,4111.0,416.0,18.0,29.0,3.0,37.0,3176.0,408.0,12.0,21.0,3.0,23.0,6062
48,207,1414,3104.0,2795.0,4671.0,969.0,4148.0,203.0,25.0,31.0,0.0,78.0,3453.0,165.0,16.0,29.0,0.0,39.0,5899
48,209,55401,78255.0,78852.0,118346.0,36724.0,92062.0,4970.0,502.0,1699.0,104.0,2369.0,74480.0,3833.0,398.0,1372.0,76.0,1463.0,157107
48,211,1086,1928.0,1879.0,2691.0,619.0,2656.0,4.0,12.0,18.0,3.0,28.0,2024.0,3.0,6.0,17.0,3.0,19.0,3807
48,213,8490,38468.0,40064.0,60690.0,5064.0,63494.0,4813.0,349.0,318.0,27.0,1041.0,50944.0,3554.0,281.0,243.0,25.0,579.0,78532
48,215,702206,376944.0,397825.0,506285.0,446516.0,60553.0,2777.0,524.0,7122.0,49.0,1538.0,51146.0,2082.0,388.0,5148.0,37.0,968.0,774769
48,217,6427,17208.0,17881.0,26569.0,3917.0,25836.0,2161.0,118.0,105.0,20.0,422.0,20666.0,1561.0,88.0,91.0,16.0,230.0,35089
48,219,9993,11297.0,11638.0,16708.0,6443.0,11795.0,801.0,83.0,60.0,3.0,200.0,9434.0,599.0,60.0,49.0,3.0,120.0,22935
48,221,5234,25181.0,26001.0,40280.0,3267.0,44588.0,225.0,288.0,296.0,32.0,519.0,36044.0,159.0,227.0,235.0,26.0,322.0,51182
48,223,5368,17421.0,17740.0,26167.0,3166.0,26501.0,2448.0,162.0,172.0,14.0,496.0,20732.0,1798.0,124.0,131.0,8.0,208.0,35161
48,225,2364,12769.0,10963.0,18806.0,1634.0,14811.0,6129.0,75.0,95.0,1.0,257.0,12177.0,4759.0,58.0,67.0,1.0,110.0,23732
48,227,13255,19720.0,15292.0,27155.0,9233.0,18801.0,2079.0,220.0,256.0,13.0,388.0,15558.0,1715.0,180.0,227.0,11.0,231.0,35012
48,229,2768,1750.0,1726.0,2429.0,1839.0,628.0,30.0,11.0,13.0,0.0,26.0,540.0,20.0,8.0,10.0,0.0,12.0,3476
48,231,11751,42700.0,43429.0,64710.0,6967.0,64393.0,6976.0,600.0,897.0,130.0,1382.0,50582.0,5118.0,453.0,743.0,88.0,759.0,86129
48,233,4386,11077.0,11073.0,16322.0,2613.0,16482.0,512.0,300.0,91.0,3.0,376.0,12805.0,382.0,236.0,72.0,3.0,211.0,22150
48,235,407,807.0,792.0,1231.0,283.0,1153.0,11.0,7.0,3.0,0.0,18.0,921.0,6.0,5.0,3.0,0.0,13.0,1599
48,237,1283,5030.0,4014.0,7052.0,860.0,7289.0,340.0,38.0,30.0,3.0,61.0,5777.0,315.0,36.0,26.0,1.0,37.0,9044
48,239,4079,6947.0,7128.0,10496.0,2609.0,8855.0,942.0,35.0,50.0,1.0,113.0,7099.0,653.0,27.0,39.0,1.0,68.0,14075
48,241,2017,17543.0,18167.0,26815.0,1248.0,26939.0,5931.0,168.0,200.0,12.0,443.0,20942.0,4176.0,114.0,151.0,7.0,177.0,35710
48,243,790,1187.0,1155.0,1878.0,579.0,1490.0,10.0,8.0,7.0,1.0,36.0,1256.0,4.0,8.0,6.0,0.0,25.0,2342
48,245,42899,128946.0,123327.0,191875.0,28474.0,112503.0,84500.0,747.0,8525.0,64.0,3035.0,92947.0,61763.0,612.0,6362.0,50.0,1667.0,252273
48,247,4907,2616.0,2684.0,3762.0,3444.0,334.0,18.0,14.0,14.0,0.0,13.0,283.0,11.0,3.0,12.0,0.0,9.0,5300
48,249,32254,20107.0,20731.0,29080.0,22339.0,8062.0,156.0,97.0,134.0,4.0,131.0,6357.0,110.0,74.0,106.0,4.0,90.0,40838
48,251,27319,75519.0,75415.0,109785.0,16666.0,115545.0,3797.0,741.0,951.0,475.0,2106.0,87655.0,2762.0,555.0,750.0,267.0,1130.0,150934
48,253,5009,12383.0,7819.0,16468.0,3833.0,12549.0,2292.0,62.0,76.0,1.0,213.0,10270.0,2145.0,51.0,57.0,1.0,111.0,20202
48,255,7376,8842.0,5982.0,11862.0,5523.0,5956.0,1351.0,37.0,25.0,2.0,77.0,4952.0,1293.0,22.0,23.0,2.0,47.0,14824
48,257,17548,50811.0,52539.0,73596.0,10148.0,72328.0,10571.0,551.0,869.0,32.0,1451.0,54218.0,7484.0,399.0,626.0,25.0,696.0,103350
48,259,6829,16299.0,17111.0,25311.0,4427.0,25746.0,138.0,129.0,202.0,13.0,353.0,20304.0,92.0,106.0,148.0,13.0,221.0,33410
48,261,319,212.0,204.0,314.0,241.0,86.0,1.0,6.0,1.0,0.0,3.0,68.0,1.0,2.0,1.0,0.0,1.0,416
48,263,120,392.0,416.0,623.0,70.0,669.0,6.0,5.0,0.0,0.0,8.0,540.0,4.0,4.0,0.0,0.0,5.0,808
48,265,11895,24068.0,25557.0,39611.0,7719.0,35851.0,739.0,207.0,361.0,19.0,553.0,30478.0,577.0,186.0,285.0,16.0,350.0,49625
48,267,1077,2281.0,2326.0,3668.0,704.0,3450.0,16.0,17.0,19.0,3.0,25.0,2895.0,12.0,17.0,17.0,3.0,20.0,4607
48,269,39,141.0,145.0,218.0,27.0,242.0,0.0,1.0,0.0,0.0,4.0,187.0,0.0,1.0,0.0,0.0,3.0,286
48,271,2004,1955.0,1643.0,2874.0,1489.0,1496.0,39.0,19.0,10.0,0.0,30.0,1308.0,33.0,16.0,9.0,0.0,19.0,3598
48,273,22495,16337.0,15724.0,24011.0,16021.0,7479.0,1070.0,51.0,715.0,26.0,225.0,6288.0,863.0,46.0,620.0,21.0,152.0,32061
48,275,1101,1835.0,1884.0,2777.0,696.0,2347.0,209.0,14.0,7.0,1.0,40.0,1908.0,141.0,8.0,7.0,1.0,16.0,3719
48,277,3223,24044.0,25749.0,37698.0,1792.0,37891.0,6628.0,592.0,304.0,5.0,1150.0,29886.0,4713.0,453.0,229.0,4.0,621.0,49793
48,279,7231,6964.0,7013.0,9885.0,4563.0,6020.0,555.0,39.0,17.0,4.0,111.0,4841.0,376.0,34.0,16.0,4.0,51.0,13977
48,281,3443,9705.0,9972.0,14801.0,2189.0,14836.0,581.0,127.0,184.0,35.0,471.0,11630.0,450.0,95.0,150.0,26.0,261.0,19677
48,283,5920,4089.0,2797.0,5392.0,4574.0,894.0,18.0,25.0,6.0,0.0,23.0,758.0,14.0,24.0,5.0,0.0,17.0,6886
48,285,3077,9416.0,9847.0,14815.0,1899.0,14674.0,1255.0,30.0,56.0,17.0,154.0,11866.0,893.0,26.0,38.0,11.0,82.0,19263
48,287,3724,8410.0,8202.0,12267.0,2164.0,10798.0,1772.0,44.0,52.0,17.0,205.0,8599.0,1331.0,37.0,38.0,12.0,86.0,16612
48,289,2260,8385.0,8416.0,13052.0,1374.0,13078.0,1181.0,57.0,75.0,2.0,148.0,10531.0,948.0,48.0,55.0,2.0,94.0,16801
48,291,13602,37190.0,38453.0,56276.0,8608.0,52321.0,8074.0,289.0,337.0,23.0,997.0,40265.0,6323.0,241.0,269.0,21.0,549.0,75643
48,293,4465,12122.0,11262.0,17867.0,2751.0,14433.0,4041.0,68.0,84.0,1.0,292.0,11869.0,2986.0,58.0,68.0,1.0,134.0,23384
48,295,1007,1662.0,1640.0,2391.0,610.0,2213.0,7.0,22.0,10.0,0.0,43.0,1731.0,2.0,14.0,6.0,0.0,28.0,3302
48,297,4060,6195.0,5336.0,9177.0,2929.0,6805.0,453.0,62.0,56.0,3.0,92.0,5637.0,433.0,55.0,48.0,3.0,72.0,11531
48,299,1542,9329.0,9972.0,16224.0,996.0,17303.0,102.0,87.0,76.0,5.0,186.0,14901.0,71.0,72.0,59.0,4.0,121.0,19301
48,301,18,46.0,36.0,73.0,14.0,60.0,0.0,4.0,0.0,0.0,0.0,55.0,0.0,4.0,0.0,0.0,0.0,82
48,303,88924,137786.0,141045.0,210969.0,58142.0,159815.0,19957.0,1026.0,5650.0,161.0,3298.0,131186.0,14112.0,818.0,4583.0,126.0,2002.0,278831
48,305,2743,2947.0,2968.0,4270.0,1791.0,2984.0,113.0,28.0,8.0,0.0,39.0,2357.0,84.0,17.0,6.0,0.0,15.0,5915
48,307,2476,4057.0,4226.0,6244.0,1641.0,5568.0,133.0,23.0,28.0,1.0,54.0,4432.0,95.0,21.0,18.0,1.0,36.0,8283
48,309,55471,114169.0,120737.0,175161.0,34631.0,138295.0,33892.0,704.0,3128.0,84.0,3332.0,111511.0,24110.0,561.0,2570.0,71.0,1707.0,234906
48,311,261,367.0,340.0,588.0,197.0,432.0,8.0,0.0,3.0,0.0,3.0,379.0,6.0,0.0,3.0,0.0,3.0,707
48,313,2688,7873.0,5791.0,10664.0,1915.0,8030.0,2687.0,32.0,77.0,1.0,149.0,6439.0,2160.0,27.0,52.0,1.0,70.0,13664
48,315,328,5171.0,5375.0,8537.0,200.0,7564.0,2319.0,72.0,50.0,3.0,210.0,6326.0,1779.0,62.0,36.0,3.0,131.0,10546
48,317,2086,2411.0,2388.0,3343.0,1341.0,2578.0,67.0,15.0,11.0,3.0,39.0,1918.0,41.0,11.0,10.0,1.0,21.0,4799
48,319,864,1978.0,2034.0,3161.0,592.0,3092.0,14.0,11.0,7.0,0.0,24.0,2530.0,10.0,7.0,5.0,0.0,17.0,4012
48,321,14074,18363.0,18339.0,27031.0,9028.0,17400.0,4060.0,104.0,693.0,7.0,364.0,14207.0,3000.0,85.0,489.0,7.0,215.0,36702
48,323,51914,26451.0,27807.0,35935.0,34277.0,1552.0,75.0,506.0,140.0,2.0,69.0,1161.0,55.0,289.0,113.0,2.0,38.0,54258
48,325,22871,23656.0,22350.0,34141.0,15644.0,21408.0,913.0,146.0,272.0,24.0,372.0,17084.0,822.0,109.0,242.0,20.0,220.0,46006
48,327,790,1133.0,1109.0,1803.0,560.0,1425.0,11.0,6.0,3.0,0.0,7.0,1218.0,10.0,5.0,3.0,0.0,7.0,2242
48,329,51600,67242.0,69630.0,99343.0,32746.0,72822.0,8675.0,552.0,1639.0,42.0,1542.0,57809.0,6199.0,430.0,1233.0,28.0,898.0,136872
48,331,5780,12225.0,12532.0,18205.0,3417.0,16216.0,2380.0,76.0,95.0,0.0,210.0,12907.0,1648.0,63.0,74.0,0.0,96.0,24757
48,333,818,2445.0,2491.0,3739.0,521.0,4024.0,26.0,15.0,10.0,1.0,42.0,3165.0,4.0,14.0,9.0,1.0,25.0,4936
48,335,3481,5746.0,3657.0,7583.0,2626.0,4753.0,1043.0,44.0,27.0,0.0,55.0,3901.0,960.0,38.0,22.0,0.0,36.0,9403
48,337,1930,9665.0,10054.0,15192.0,1129.0,17347.0,38.0,137.0,59.0,3.0,205.0,13776.0,16.0,102.0,47.0,3.0,119.0,19719
