GEOID,HISP,male,female,VAP,HVAP,NH_WHITEPOP,NH_BLACKPOP,NH_AMINPOP,NH_ASIANPOP,NH_HAWAIIANPOP,NH_OTHERPOP,NH_WVAP,NH_BVAP,NH_AMINVAP,NH_ASIANVAP,NH_HAWAIIANVAP,NH_OTHERVAP,TOTPOP
481130056001020,33,20.0,25.0,28.0,17.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,45
481130056001021,35,22.0,22.0,27.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,44
481130056001022,33,23.0,23.0,32.0,21.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,46
481130056001023,53,27.0,26.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
481130056001024,20,13.0,10.0,14.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23
481130056001025,41,22.0,26.0,32.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,48
481130056001026,81,48.0,35.0,50.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,83
481130056001027,78,36.0,44.0,46.0,44.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,80
481130056001028,65,38.0,31.0,45.0,41.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,69
481130056002000,49,30.0,30.0,36.0,28.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,60
481130056002001,68,52.0,27.0,56.0,46.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,79
481130056002002,75,47.0,40.0,59.0,48.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,87
481130056002003,64,33.0,34.0,41.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,67
481130056002004,74,34.0,45.0,49.0,44.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,79
481130056002005,66,35.0,36.0,51.0,47.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,71
481130056002006,17,11.0,17.0,18.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,28
481130056002007,37,22.0,27.0,29.0,20.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,2.0,49
481130056002008,57,36.0,29.0,45.0,37.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,65
481130056002009,60,39.0,35.0,48.0,34.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,74
481130056002010,71,47.0,38.0,51.0,41.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,85
481130056002011,70,48.0,31.0,49.0,42.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,79
481130056002012,62,45.0,35.0,47.0,33.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,80
481130056002013,22,19.0,19.0,28.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,38
481130056002014,62,42.0,47.0,52.0,31.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,89
481130056002015,108,54.0,69.0,64.0,50.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,123
481130056002016,70,42.0,43.0,50.0,37.0,3.0,12.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,85
481130056002017,46,36.0,28.0,42.0,29.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,64
481130056002018,77,55.0,34.0,53.0,42.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,89
481130056002019,70,42.0,47.0,65.0,49.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,89
481130056002020,37,36.0,22.0,37.0,21.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,58
481130056003000,106,76.0,65.0,89.0,62.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,141
481130056003001,74,70.0,63.0,99.0,46.0,3.0,53.0,0.0,0.0,0.0,3.0,3.0,49.0,0.0,0.0,0.0,1.0,133
481130056003004,56,40.0,40.0,49.0,32.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,80
481130056003006,58,52.0,53.0,76.0,36.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,105
481130056003007,15,11.0,16.0,21.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,27
481130056003008,120,73.0,68.0,77.0,61.0,4.0,16.0,1.0,0.0,0.0,0.0,4.0,11.0,1.0,0.0,0.0,0.0,141
481130056003009,16,16.0,15.0,26.0,11.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,31
481130056003010,123,81.0,79.0,101.0,76.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,160
481130056003011,73,52.0,47.0,64.0,43.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,99
481130056003013,22,25.0,38.0,38.0,10.0,1.0,40.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,63
481130056003014,35,32.0,25.0,39.0,18.0,6.0,16.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,57
481130056003015,62,46.0,35.0,56.0,38.0,2.0,16.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,81
481130056003016,85,51.0,56.0,68.0,49.0,2.0,20.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,107
481130056003017,59,56.0,65.0,89.0,40.0,3.0,58.0,0.0,0.0,0.0,1.0,3.0,46.0,0.0,0.0,0.0,0.0,121
481130056003018,90,72.0,70.0,95.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,142
481130056003019,72,66.0,60.0,84.0,36.0,6.0,44.0,4.0,0.0,0.0,0.0,6.0,38.0,4.0,0.0,0.0,0.0,126
481130056003022,59,59.0,49.0,82.0,38.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,108
481130056003023,26,23.0,31.0,46.0,21.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,54
481130056003024,36,34.0,35.0,54.0,24.0,0.0,31.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,2.0,69
481130056003026,8,5.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9
481130056004000,79,48.0,44.0,61.0,49.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,92
481130056004001,51,35.0,34.0,51.0,36.0,2.0,16.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,69
481130056004002,35,25.0,34.0,42.0,22.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,59
481130056004003,51,40.0,44.0,54.0,27.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,84
481130056004004,74,45.0,47.0,60.0,44.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,92
481130056004005,51,32.0,33.0,47.0,34.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,65
481130056004006,30,21.0,19.0,27.0,19.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,40
481130056004007,74,47.0,27.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
481130056004008,78,40.0,44.0,47.0,43.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,84
481130056004009,59,39.0,33.0,51.0,38.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,72
481130056004010,50,42.0,32.0,52.0,30.0,4.0,20.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,74
481130056004011,55,37.0,37.0,51.0,33.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,74
481130056004012,60,35.0,33.0,43.0,35.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,68
481130056004013,28,23.0,18.0,27.0,18.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,41
481130056004014,26,28.0,28.0,40.0,13.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,56
481130056004015,11,14.0,12.0,18.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,26
481130056004016,0,6.0,4.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10
481130056004017,35,27.0,27.0,33.0,18.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,54
481130056004018,47,40.0,37.0,58.0,30.0,2.0,27.0,0.0,0.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,1.0,77
481130056004019,52,34.0,30.0,48.0,36.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,64
481130056004020,30,33.0,35.0,51.0,16.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,68
481130056004021,23,24.0,28.0,33.0,10.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,52
481130056004022,19,27.0,25.0,39.0,10.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,52
481130056004023,45,32.0,31.0,44.0,28.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,63
481130056004025,37,38.0,41.0,55.0,17.0,3.0,39.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,79
481130056004026,31,23.0,22.0,31.0,20.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,45
481130056004027,21,40.0,46.0,61.0,9.0,1.0,63.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,86
481130057001001,19,29.0,26.0,40.0,11.0,3.0,33.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,55
481130057001002,8,12.0,9.0,18.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,21
481130057001004,33,34.0,26.0,41.0,16.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,60
481130057001005,22,38.0,30.0,49.0,10.0,3.0,42.0,0.0,0.0,0.0,1.0,3.0,35.0,0.0,0.0,0.0,1.0,68
481130057001007,24,21.0,23.0,34.0,17.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,44
481130057001008,19,45.0,43.0,68.0,9.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,88
481130057001009,48,37.0,44.0,50.0,24.0,0.0,31.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,2.0,81
481130057001010,10,17.0,19.0,25.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,36
481130057001011,18,11.0,8.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19
481130057001012,5,14.0,15.0,23.0,4.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,29
481130057001013,18,21.0,27.0,30.0,10.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,48
481130057001014,13,23.0,27.0,34.0,5.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,50
481130057001015,18,18.0,22.0,25.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,40
481130057001016,11,7.0,7.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14
481130057001017,0,10.0,10.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,20
481130057001018,0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3
481130057001019,12,21.0,24.0,36.0,7.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,45
481130057001020,14,30.0,24.0,41.0,12.0,2.0,38.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,54
481130057001021,13,14.0,16.0,21.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,30
481130057001022,8,25.0,23.0,38.0,5.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,48
481130057001023,12,7.0,8.0,8.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15
481130057001024,7,11.0,18.0,25.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,29
481130057001025,18,9.0,14.0,13.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,23
481130057001026,6,8.0,10.0,13.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,18
481130057001027,21,30.0,34.0,45.0,11.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,64
481130057001028,14,17.0,33.0,35.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,50
481130057001029,5,9.0,18.0,18.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,27
481130057001030,5,11.0,3.0,13.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,14
481130057001031,14,42.0,40.0,65.0,9.0,2.0,65.0,0.0,0.0,0.0,1.0,2.0,54.0,0.0,0.0,0.0,0.0,82
481130057001032,2,28.0,19.0,43.0,2.0,2.0,43.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,47
481130057001033,4,8.0,16.0,17.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,24
481130057001034,2,15.0,15.0,28.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,30
481130057001035,13,22.0,18.0,33.0,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,40
481130057001037,0,11.0,8.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,19
481130057001040,5,6.0,9.0,12.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,15
481130057001042,0,4.0,9.0,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,13
481130057002000,9,16.0,11.0,24.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,27
481130057002001,12,20.0,15.0,24.0,5.0,2.0,21.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,35
481130057002002,48,45.0,42.0,66.0,33.0,2.0,35.0,0.0,0.0,0.0,2.0,2.0,29.0,0.0,0.0,0.0,2.0,87
481130057002003,60,45.0,55.0,68.0,34.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,100
481130057002004,19,9.0,16.0,15.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,25
481130057002005,22,18.0,21.0,27.0,14.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,39
481130057002006,11,24.0,25.0,35.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,49
481130057002007,24,18.0,22.0,31.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,40
481130057002008,27,28.0,24.0,32.0,12.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,52
481130057002009,17,20.0,19.0,24.0,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,39
481130057002010,0,5.0,12.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,17
481130057002011,24,41.0,37.0,57.0,14.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,78
481130057002012,50,37.0,37.0,46.0,25.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,74
481130057002013,29,33.0,28.0,43.0,15.0,9.0,21.0,1.0,0.0,0.0,1.0,7.0,19.0,1.0,0.0,0.0,1.0,61
481130057002014,42,27.0,22.0,28.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,49
481130057002015,33,22.0,15.0,24.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,37
481130057002016,14,16.0,22.0,29.0,7.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,38
481130057002020,11,7.0,5.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
481130057002021,0,8.0,11.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,19
481130057002022,38,24.0,31.0,34.0,21.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,55
481130057002023,29,24.0,24.0,33.0,18.0,0.0,17.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,48
481130057002024,0,5.0,8.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13
481130057002025,2,5.0,6.0,11.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,11
481130057002026,0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3
481130057002027,3,20.0,15.0,32.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,35
481130057002028,15,19.0,18.0,20.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,37
481130057002029,21,30.0,26.0,46.0,16.0,2.0,33.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,56
481130057002030,56,32.0,48.0,54.0,38.0,3.0,17.0,0.0,0.0,0.0,4.0,3.0,13.0,0.0,0.0,0.0,0.0,80
481130057002031,33,19.0,22.0,24.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,41
481130057002032,32,24.0,20.0,28.0,17.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,44
481130057002033,11,7.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12
481130057002034,12,14.0,13.0,19.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,27
481130057002035,0,9.0,7.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,16
481130057002036,14,13.0,15.0,19.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,28
481130057002037,30,21.0,20.0,26.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,41
481130057003000,8,39.0,37.0,55.0,4.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,1.0,76
481130057003001,16,39.0,31.0,54.0,8.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,70
481130057003002,14,29.0,30.0,48.0,8.0,1.0,42.0,2.0,0.0,0.0,0.0,1.0,37.0,2.0,0.0,0.0,0.0,59
481130057003003,20,33.0,38.0,55.0,9.0,3.0,48.0,0.0,0.0,0.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,71
481130057003006,2,3.0,4.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7
481130057003007,23,38.0,36.0,50.0,13.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,1.0,74
481130057003008,1,3.0,7.0,10.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10
481130057003009,21,28.0,27.0,37.0,13.0,1.0,33.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,55
481130057003010,9,11.0,10.0,15.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,21
481130057003011,9,13.0,5.0,13.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,18
481130057003012,11,15.0,8.0,20.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,23
481130057003013,27,22.0,20.0,26.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,42
481130057003014,8,5.0,9.0,11.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,14
481130057003015,0,10.0,8.0,18.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,1.0,18
481130057003017,26,29.0,33.0,48.0,18.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,62
481130057004000,0,11.0,7.0,16.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,18
481130057004001,12,24.0,18.0,24.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,42
481130057004002,29,34.0,25.0,51.0,23.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,59
481130057004003,13,16.0,14.0,24.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,30
481130057004005,5,20.0,16.0,25.0,3.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,0.0,0.0,9.0,36
481130057004006,17,11.0,11.0,16.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,22
481130057004007,40,29.0,28.0,38.0,24.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,57
481130057004008,21,14.0,19.0,22.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,33
481130057004009,0,5.0,7.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12
481130057004010,3,12.0,16.0,22.0,3.0,2.0,23.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,28
481130057004011,25,33.0,24.0,43.0,15.0,2.0,30.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,57
481130057004012,20,19.0,24.0,29.0,9.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,43
481130057004013,0,5.0,4.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9
481130057004014,1,11.0,7.0,16.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,18
481130057004015,24,27.0,36.0,41.0,9.0,2.0,37.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,63
481130057004016,11,12.0,15.0,18.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,27
481130057004017,15,9.0,17.0,16.0,6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,26
481130057004018,0,2.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4
481130057004019,21,18.0,18.0,26.0,12.0,4.0,11.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,36
481130057004020,16,16.0,15.0,13.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,31
481130057004021,6,12.0,17.0,17.0,4.0,2.0,20.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,29
481130057004022,17,16.0,22.0,30.0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,38
481130057004023,7,23.0,23.0,40.0,6.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,46
481130057004024,0,7.0,4.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11
