,CNTYVTD,18R_Governor_D_tot,ValdezD_18R_Governor_pct,WhiteD_18R_Governor_pct,WVAP_pct,HVAP_pct,BVAP_pct,non_WVAP_pct,non_HVAP_pct,non_BVAP_pct
41,50014,15,0.5333333333333333,0.4666666666666667,0.7263004375303841,0.10646572678658241,0.13612056392805055,0.2736995624696159,0.8935342732134176,0.8638794360719495
42,50015,3,1.0,0.0,0.5606508875739645,0.2677514792899408,0.16789940828402367,0.43934911242603547,0.7322485207100592,0.8321005917159763
43,50016,11,0.36363636363636365,0.6363636363636364,0.3689349112426035,0.4162721893491124,0.20650887573964496,0.6310650887573965,0.5837278106508876,0.7934911242603551
44,50017,8,0.125,0.875,0.9641472868217055,0.01744186046511628,0.0048449612403100775,0.035852713178294526,0.9825581395348837,0.9951550387596899
45,50018,7,0.42857142857142855,0.5714285714285714,0.6846733668341709,0.12311557788944724,0.15577889447236182,0.3153266331658291,0.8768844221105527,0.8442211055276382
46,50019,22,0.18181818181818182,0.8181818181818182,0.7648612945838837,0.05151915455746367,0.12483487450462351,0.23513870541611626,0.9484808454425363,0.8751651254953765
47,50020,56,0.4642857142857143,0.5357142857142857,0.1522265246853824,0.3419651500484027,0.4939496611810261,0.8477734753146176,0.6580348499515973,0.5060503388189739
48,50021,13,0.6923076923076923,0.3076923076923077,0.7198599299649825,0.11905952976488245,0.14107053526763383,0.2801400700350175,0.8809404702351176,0.8589294647323662
49,50022,4,0.25,0.75,0.913477537437604,0.04159733777038269,0.03494176372712146,0.08652246256239604,0.9584026622296173,0.9650582362728786
50,50023,6,0.5,0.5,0.9478991596638655,0.02857142857142857,0.0033613445378151263,0.05210084033613449,0.9714285714285714,0.9966386554621849
51,50024,9,0.4444444444444444,0.5555555555555556,0.717583807716635,0.209044908285895,0.05218216318785579,0.282416192283365,0.790955091714105,0.9478178368121442
52,50025,6,0.3333333333333333,0.6666666666666666,0.7906458797327395,0.1447661469933185,0.04974016332590943,0.20935412026726052,0.8552338530066815,0.9502598366740905
53,50026,8,0.125,0.875,0.922890103217972,0.04432301153612629,0.024893746205221615,0.07710989678202795,0.9556769884638737,0.9751062537947783
54,50027,0,0.0,0.0,0.9661458333333334,0.0234375,0.0,0.03385416666666663,0.9765625,1.0
55,50028,4,0.0,1.0,0.7723785166240409,0.18499573742540495,0.03580562659846547,0.2276214833759591,0.815004262574595,0.9641943734015346
56,50029,7,0.42857142857142855,0.5714285714285714,0.8792270531400966,0.08514492753623189,0.028381642512077296,0.12077294685990336,0.9148550724637681,0.9716183574879227
57,50030,0,0.0,0.0,0.95817843866171,0.027881040892193308,0.0037174721189591076,0.04182156133828996,0.9721189591078067,0.9962825278810409
58,50031,4,0.75,0.25,0.6714542190305206,0.2926391382405745,0.03052064631956912,0.3285457809694794,0.7073608617594255,0.9694793536804309
59,50032,3,0.0,1.0,0.9453302961275627,0.00683371298405467,0.029612756264236904,0.0546697038724373,0.9931662870159453,0.9703872437357631
60,50033,3,0.3333333333333333,0.6666666666666666,0.9425414364640884,0.036464088397790057,0.009944751381215469,0.05745856353591161,0.96353591160221,0.9900552486187846
61,50034,21,0.42857142857142855,0.5714285714285714,0.768320610687023,0.0648854961832061,0.10877862595419847,0.23167938931297705,0.9351145038167938,0.8912213740458015
62,50035,16,0.375,0.625,0.8004168837936425,0.06774361646690985,0.10630536737884315,0.1995831162063575,0.9322563835330901,0.8936946326211569
63,50036,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
64,50037,5,0.4,0.6,0.7659963436928702,0.16453382084095064,0.029250457038391225,0.23400365630712983,0.8354661791590494,0.9707495429616088
65,50038,0,0.0,0.0,0.7946257197696737,0.1727447216890595,0.02495201535508637,0.20537428023032633,0.8272552783109405,0.9750479846449136
66,50039,2,0.5,0.5,0.7319461444308446,0.0795593635250918,0.15299877600979192,0.2680538555691554,0.9204406364749083,0.847001223990208
67,50040,13,0.5384615384615384,0.46153846153846156,0.5854092526690391,0.14056939501779359,0.24555160142348753,0.4145907473309609,0.8594306049822065,0.7544483985765125
68,5011B,16,0.0625,0.9375,0.8913043478260869,0.034255599472990776,0.06060606060606061,0.10869565217391308,0.9657444005270093,0.9393939393939394
69,5017B,2,0.5,0.5,0.9742063492063492,0.011904761904761904,0.001984126984126984,0.025793650793650813,0.9880952380952381,0.998015873015873
70,70001,29,0.27586206896551724,0.7241379310344828,0.8386532575426323,0.12068211630957586,0.010494097070397902,0.1613467424573677,0.8793178836904242,0.989505902929602
71,70002,40,0.275,0.725,0.572047423620611,0.3766529867761058,0.015503875968992248,0.427952576379389,0.6233470132238942,0.9844961240310077
72,70003,76,0.39473684210526316,0.6052631578947368,0.8053025703298927,0.15037441813398097,0.010119409026512852,0.19469742967010728,0.849625581866019,0.9898805909734871
73,70004,65,0.4153846153846154,0.5846153846153846,0.8382820784729587,0.1102863202545069,0.007423117709437964,0.16171792152704134,0.8897136797454931,0.9925768822905621
74,7001A,17,0.5294117647058824,0.47058823529411764,0.7048963387737097,0.24878694309660343,0.012792236435818262,0.2951036612262903,0.7512130569033966,0.9872077635641817
75,7004A,14,0.42857142857142855,0.5714285714285714,0.879837067209776,0.09775967413441955,0.0010183299389002036,0.12016293279022405,0.9022403258655805,0.9989816700610998
76,90001,2,0.5,0.5,0.9423320659062104,0.039923954372623575,0.0025348542458808617,0.057667934093789563,0.9600760456273765,0.9974651457541192
77,90002,5,0.6,0.4,0.9394594594594594,0.04216216216216216,0.004324324324324324,0.06054054054054059,0.9578378378378378,0.9956756756756757
78,90003,0,0.0,0.0,0.7668269230769231,0.22115384615384615,0.0,0.23317307692307687,0.7788461538461539,1.0
79,90004,4,0.5,0.5,0.8189781021897811,0.17226277372262774,0.0,0.18102189781021893,0.8277372262773722,1.0
80,90005,0,0.0,0.0,0.9408284023668639,0.05325443786982249,0.0,0.059171597633136064,0.9467455621301775,1.0
81,90006,3,0.6666666666666666,0.3333333333333333,0.9382627422828428,0.03804737975592247,0.0,0.06173725771715721,0.9619526202440776,1.0
82,90007,0,0.0,0.0,0.947565543071161,0.018726591760299626,0.0,0.05243445692883897,0.9812734082397003,1.0
83,90008,0,0.0,0.0,0.9317507418397626,0.050445103857566766,0.002967359050445104,0.06824925816023741,0.9495548961424333,0.9970326409495549
84,90009,2,0.0,1.0,0.9764150943396226,0.014150943396226415,0.0,0.02358490566037741,0.9858490566037735,1.0
85,90010,2,0.5,0.5,0.9486842105263158,0.02894736842105263,0.005263157894736842,0.051315789473684204,0.9710526315789474,0.9947368421052631
86,90011,0,0.0,0.0,0.9212598425196851,0.015748031496062992,0.023622047244094488,0.07874015748031493,0.984251968503937,0.9763779527559056
87,110101,0,0.0,0.0,0.907103825136612,0.040983606557377046,0.0,0.09289617486338797,0.9590163934426229,1.0
88,110201,1,0.0,1.0,0.9019607843137255,0.09019607843137255,0.00392156862745098,0.0980392156862745,0.9098039215686274,0.996078431372549
89,110202,0,0.0,0.0,0.9322033898305084,0.05084745762711865,0.00847457627118644,0.06779661016949157,0.9491525423728814,0.9915254237288136
90,110301,0,0.0,0.0,0.9602888086642599,0.02527075812274368,0.0036101083032490976,0.03971119133574008,0.9747292418772563,0.9963898916967509
91,110303,0,0.0,0.0,0.9397590361445783,0.03614457831325301,0.012048192771084338,0.06024096385542166,0.963855421686747,0.9879518072289156
92,110401,0,0.0,0.0,0.9476744186046512,0.046511627906976744,0.0,0.05232558139534882,0.9534883720930233,1.0
93,110402,0,0.0,0.0,0.9269662921348315,0.056179775280898875,0.0056179775280898875,0.0730337078651685,0.9438202247191011,0.9943820224719101
94,110404,0,0.0,0.0,0.9310344827586207,0.0,0.0,0.06896551724137934,1.0,1.0
95,130001,11,0.5454545454545454,0.45454545454545453,0.539568345323741,0.43371017471736895,0.0051387461459403904,0.460431654676259,0.566289825282631,0.9948612538540597
96,130002,13,0.6153846153846154,0.38461538461538464,0.258046614872364,0.7236403995560489,0.004439511653718091,0.741953385127636,0.27635960044395114,0.9955604883462819
97,130003,9,0.6666666666666666,0.3333333333333333,0.42686699072028284,0.5475033141847105,0.008837825894829872,0.5731330092797171,0.45249668581528946,0.9911621741051702
98,130004,3,1.0,0.0,0.45535714285714285,0.5133928571428571,0.0,0.5446428571428572,0.4866071428571429,1.0
99,130005,23,0.8260869565217391,0.17391304347826086,0.285890073831009,0.689909762100082,0.009023789991796555,0.7141099261689909,0.31009023789991796,0.9909762100082035
100,130006,1,1.0,0.0,0.675,0.325,0.0,0.32499999999999996,0.675,1.0
101,130007,14,0.5714285714285714,0.42857142857142855,0.30849220103986136,0.675476603119584,0.00389948006932409,0.6915077989601386,0.324523396880416,0.9961005199306759
102,130008,8,0.625,0.375,0.36298932384341637,0.6192170818505338,0.0017793594306049821,0.6370106761565837,0.3807829181494662,0.998220640569395
103,130009,1,1.0,0.0,0.7864077669902912,0.1941747572815534,0.019417475728155338,0.21359223300970875,0.8058252427184466,0.9805825242718447
104,130010,16,0.625,0.375,0.3461038961038961,0.6318181818181818,0.004545454545454545,0.653896103896104,0.36818181818181817,0.9954545454545455
105,130011,0,0.0,0.0,0.8333333333333334,0.15384615384615385,0.0,0.16666666666666663,0.8461538461538461,1.0
106,130012,9,0.6666666666666666,0.3333333333333333,0.35169210351692104,0.6310550763105508,0.0019907100199071004,0.648307896483079,0.3689449236894492,0.9980092899800929
107,130013,31,0.6774193548387096,0.3225806451612903,0.5277280858676208,0.45724508050089446,0.004293381037567084,0.47227191413237923,0.5427549194991055,0.995706618962433
108,130014,4,0.5,0.5,0.4682080924855491,0.5163776493256262,0.0,0.5317919075144508,0.48362235067437376,1.0
109,130015,12,0.6666666666666666,0.3333333333333333,0.33946642134314625,0.6430542778288868,0.007359705611775529,0.6605335786568538,0.3569457221711132,0.9926402943882244
110,130016,3,0.6666666666666666,0.3333333333333333,0.3783783783783784,0.6138996138996139,0.0,0.6216216216216216,0.3861003861003861,1.0
111,130017,10,0.6,0.4,0.17888100866824272,0.80575256107171,0.003940110323089046,0.8211189913317573,0.19424743892829,0.996059889676911
112,130018,14,0.8571428571428571,0.14285714285714285,0.3427205100956429,0.6487778958554729,0.002656748140276302,0.657279489904357,0.35122210414452715,0.9973432518597237
113,130019,5,0.6,0.4,0.4879852125693161,0.5009242144177449,0.005545286506469501,0.512014787430684,0.49907578558225507,0.9944547134935305
114,130020,53,0.6226415094339622,0.37735849056603776,0.6434540389972145,0.3370473537604457,0.0038997214484679664,0.35654596100278546,0.6629526462395543,0.996100278551532
115,130021,8,0.75,0.25,0.7338129496402878,0.24100719424460432,0.007194244604316547,0.26618705035971224,0.7589928057553956,0.9928057553956835
116,130022,7,0.5714285714285714,0.42857142857142855,0.5920114122681883,0.39514978601997147,0.007132667617689016,0.4079885877318117,0.6048502139800285,0.992867332382311
117,130023,14,0.5714285714285714,0.42857142857142855,0.35193519351935193,0.6192619261926192,0.010801080108010801,0.648064806480648,0.3807380738073808,0.9891989198919892
118,130024,20,0.7,0.3,0.4199655765920826,0.5530694205393001,0.008032128514056224,0.5800344234079173,0.4469305794606999,0.9919678714859438
119,150101,11,0.2727272727272727,0.7272727272727273,0.6910621761658031,0.1716321243523316,0.11528497409326424,0.3089378238341969,0.8283678756476685,0.8847150259067358
120,150102,10,0.2,0.8,0.6640574037834311,0.17547292889758642,0.15003261578604044,0.33594259621656886,0.8245270711024135,0.8499673842139596
121,150103,12,0.25,0.75,0.8398601398601399,0.0972027972027972,0.04755244755244755,0.16013986013986015,0.9027972027972028,0.9524475524475524
122,150104,4,0.25,0.75,0.7380073800738007,0.16236162361623616,0.07995079950799508,0.26199261992619927,0.8376383763837638,0.9200492004920049
123,150205,23,0.21739130434782608,0.782608695652174,0.7566765578635015,0.1404549950544016,0.09149357072205737,0.24332344213649848,0.8595450049455984,0.9085064292779427
124,150206,6,0.16666666666666666,0.8333333333333334,0.8522522522522522,0.07387387387387387,0.055855855855855854,0.1477477477477478,0.9261261261261261,0.9441441441441442
125,150207,5,0.2,0.8,0.949238578680203,0.02030456852791878,0.015228426395939087,0.050761421319796995,0.9796954314720813,0.9847715736040609
126,150208,10,0.3,0.7,0.8758620689655172,0.0910344827586207,0.028965517241379312,0.12413793103448278,0.9089655172413793,0.9710344827586207
127,150209,5,0.2,0.8,0.8738317757009346,0.04984423676012461,0.059190031152647975,0.12616822429906538,0.9501557632398754,0.940809968847352
128,150210,4,0.25,0.75,0.8148148148148148,0.09961685823754789,0.070242656449553,0.18518518518518523,0.9003831417624522,0.929757343550447
129,150211,2,0.0,1.0,0.9032258064516129,0.08333333333333333,0.005376344086021506,0.09677419354838712,0.9166666666666666,0.9946236559139785
130,150312,6,0.3333333333333333,0.6666666666666666,0.8684654300168634,0.12141652613827993,0.0016863406408094434,0.13153456998313662,0.8785834738617201,0.9983136593591906
131,150313,8,0.25,0.75,0.34507462686567164,0.4597014925373134,0.1791044776119403,0.6549253731343283,0.5402985074626866,0.8208955223880597
132,150314,30,0.3,0.7,0.6641966992253284,0.24183226675648367,0.07847760188615696,0.3358033007746716,0.7581677332435164,0.9215223981138431
133,150415,20,0.2,0.8,0.6182136602451839,0.24460011675423235,0.12142440163455925,0.38178633975481613,0.7553998832457677,0.8785755983654407
134,150416,5,0.2,0.8,0.6389819156061621,0.2826523777628935,0.06296048225050234,0.36101808439383787,0.7173476222371065,0.9370395177494977
135,150417,3,0.0,1.0,0.6129905277401895,0.18132611637347767,0.19215155615696888,0.3870094722598105,0.8186738836265224,0.8078484438430311
136,150418,11,0.2727272727272727,0.7272727272727273,0.7757153905645785,0.18252126836813612,0.026295436968290797,0.2242846094354215,0.8174787316318639,0.9737045630317092
137,170001,7,0.8571428571428571,0.14285714285714285,0.5123309466984884,0.47255369928400953,0.008750994431185362,0.48766905330151156,0.5274463007159904,0.9912490055688147
138,170002,11,0.6363636363636364,0.36363636363636365,0.7128353879622915,0.2683103698332125,0.007251631617113851,0.2871646120377085,0.7316896301667875,0.9927483683828862
139,170003,1,1.0,0.0,0.338409475465313,0.6463620981387479,0.005922165820642978,0.6615905245346869,0.3536379018612521,0.994077834179357
140,170004A,3,0.6666666666666666,0.3333333333333333,0.10710607621009269,0.850669412976313,0.030895983522142123,0.8928939237899073,0.14933058702368696,0.9691040164778579
141,170004B,0,0.0,0.0,0.6875,0.3,0.0,0.3125,0.7,1.0
142,190101,29,0.3793103448275862,0.6206896551724138,0.8477185266630016,0.12699285321605278,0.0010995052226498076,0.15228147333699837,0.8730071467839472,0.9989004947773502
143,190102,37,0.3783783783783784,0.6216216216216216,0.845841784989858,0.13225152129817444,0.005273833671399594,0.15415821501014204,0.8677484787018256,0.9947261663286004
144,190203,40,0.45,0.55,0.8260120585701981,0.1533161068044789,0.005598621877691645,0.1739879414298019,0.8466838931955211,0.9944013781223083
145,190204,29,0.3448275862068966,0.6551724137931034,0.7952928297755884,0.1839080459770115,0.002736726874657909,0.20470717022441165,0.8160919540229885,0.9972632731253421
146,190305,37,0.4864864864864865,0.5135135135135135,0.8020171834142698,0.17183414269704894,0.0022413149047441168,0.19798281658573025,0.8281658573029511,0.9977586850952559
147,190306,25,0.4,0.6,0.9164325842696629,0.06601123595505617,0.0028089887640449437,0.0835674157303371,0.9339887640449438,0.9971910112359551
148,190407,27,0.5185185185185185,0.48148148148148145,0.8409316154608524,0.14122893954410307,0.002477700693756194,0.15906838453914762,0.8587710604558969,0.9975222993062438
149,190408,18,0.5,0.5,0.896797153024911,0.07473309608540925,0.0035587188612099642,0.10320284697508897,0.9252669039145908,0.99644128113879
150,190409,14,0.8571428571428571,0.14285714285714285,0.7757685352622061,0.19077757685352623,0.0018083182640144665,0.22423146473779387,0.8092224231464737,0.9981916817359855
151,190410,13,0.6923076923076923,0.3076923076923077,0.9101338432122371,0.07648183556405354,0.0019120458891013384,0.08986615678776289,0.9235181644359465,0.9980879541108987
152,211001,127,0.4330708661417323,0.5669291338582677,0.805763916304777,0.12554283458349783,0.04500592183181998,0.19423608369522305,0.8744571654165022,0.95499407816818
153,211002,99,0.3838383838383838,0.6161616161616161,0.5938681226375473,0.20789584208315834,0.17975640487190256,0.4061318773624527,0.7921041579168416,0.8202435951280974
154,211003,219,0.4474885844748858,0.5525114155251142,0.7061930783242258,0.1557377049180328,0.11165755919854281,0.29380692167577416,0.8442622950819672,0.8883424408014572
155,211004,90,0.4111111111111111,0.5888888888888889,0.46810618066561016,0.3920364500792393,0.11212361331220286,0.5318938193343898,0.6079635499207607,0.8878763866877971
156,212005,76,0.42105263157894735,0.5789473684210527,0.7052079921388797,0.14968883065836883,0.123157549950868,0.29479200786112025,0.8503111693416312,0.876842450049132
157,212006,80,0.4625,0.5375,0.8194001276324187,0.12125079770261646,0.03382259093809828,0.18059987236758135,0.8787492022973835,0.9661774090619017
158,212007,54,0.42592592592592593,0.5740740740740741,0.8368320610687023,0.11164122137404581,0.02719465648854962,0.16316793893129766,0.8883587786259541,0.9728053435114504
159,212008,35,0.5428571428571428,0.45714285714285713,0.8434285714285714,0.10971428571428571,0.026285714285714287,0.15657142857142858,0.8902857142857143,0.9737142857142858
160,212009,53,0.4716981132075472,0.5283018867924528,0.7011111111111111,0.19277777777777777,0.06222222222222222,0.29888888888888887,0.8072222222222223,0.9377777777777778
161,212010,64,0.46875,0.53125,0.7594501718213058,0.19518900343642612,0.01443298969072165,0.2405498281786942,0.8048109965635739,0.9855670103092784
162,212011,99,0.4444444444444444,0.5555555555555556,0.8245749613601236,0.13253477588871715,0.02009273570324575,0.17542503863987635,0.8674652241112828,0.9799072642967542
163,213012,31,0.4838709677419355,0.5161290322580645,0.8034934497816594,0.1277292576419214,0.05895196506550218,0.19650655021834063,0.8722707423580787,0.9410480349344978
164,213013,49,0.42857142857142855,0.5714285714285714,0.8146437994722955,0.1299472295514512,0.037598944591029027,0.18535620052770452,0.8700527704485488,0.962401055408971
165,213014,72,0.5555555555555556,0.4444444444444444,0.4889144831557731,0.45407428735963146,0.03512813129858912,0.5110855168442269,0.5459257126403685,0.9648718687014108
166,213015,75,0.5333333333333333,0.4666666666666667,0.3195069921782413,0.6252666508651339,0.033894287745911356,0.6804930078217587,0.3747333491348661,0.9661057122540886
167,213016,72,0.5416666666666666,0.4583333333333333,0.6329156789705385,0.2671859126312225,0.0653572637995259,0.36708432102946154,0.7328140873687775,0.9346427362004741
168,214017,101,0.42574257425742573,0.5742574257425742,0.5028644175684277,0.33227243793761935,0.14767663908338638,0.4971355824315723,0.6677275620623806,0.8523233609166136
169,214018,29,0.4482758620689655,0.5517241379310345,0.7717041800643086,0.1752411575562701,0.03376205787781351,0.22829581993569137,0.8247588424437299,0.9662379421221865
170,214019,110,0.43636363636363634,0.5636363636363636,0.6982269503546099,0.2453900709219858,0.036170212765957444,0.3017730496453901,0.7546099290780142,0.9638297872340426
171,214020,161,0.4409937888198758,0.5590062111801242,0.41657649859337803,0.4343215754165765,0.131356849166847,0.583423501406622,0.5656784245834234,0.868643150833153
172,214021,49,0.3877551020408163,0.6122448979591837,0.7672469374597034,0.18504190844616378,0.030947775628626693,0.2327530625402966,0.8149580915538363,0.9690522243713733
173,230001,0,0.0,0.0,0.9278779472954231,0.05131761442441054,0.005547850208044383,0.07212205270457694,0.9486823855755895,0.9944521497919556
174,230002,0,0.0,0.0,0.8216216216216217,0.13648648648648648,0.02837837837837838,0.17837837837837833,0.8635135135135135,0.9716216216216216
175,230003,1,1.0,0.0,0.8437086092715231,0.11125827814569536,0.039735099337748346,0.15629139072847686,0.8887417218543047,0.9602649006622517
176,230004,2,0.0,1.0,0.9016172506738545,0.08086253369272237,0.0026954177897574125,0.09838274932614555,0.9191374663072777,0.9973045822102425
177,250001,11,0.45454545454545453,0.5454545454545454,0.4178284748626954,0.5521757498943811,0.015209125475285171,0.5821715251373045,0.4478242501056189,0.9847908745247148
178,250002,0,0.0,0.0,0.8212765957446808,0.17446808510638298,0.0,0.17872340425531918,0.825531914893617,1.0
179,250003,7,0.2857142857142857,0.7142857142857143,0.36845399540997287,0.394325057375339,0.2268933861881911,0.6315460045900272,0.605674942624661,0.7731066138118089
180,250004,7,0.7142857142857143,0.2857142857142857,0.5885558583106267,0.3978201634877384,0.0027247956403269754,0.41144414168937327,0.6021798365122616,0.997275204359673
181,250005,2,0.5,0.5,0.5599078341013825,0.41244239631336405,0.0069124423963133645,0.44009216589861755,0.5875576036866359,0.9930875576036866
182,250006,7,0.5714285714285714,0.42857142857142855,0.4312796208530806,0.533175355450237,0.01579778830963665,0.5687203791469194,0.466824644549763,0.9842022116903634
183,250008,0,0.0,0.0,0.6680497925311203,0.3070539419087137,0.016597510373443983,0.3319502074688797,0.6929460580912863,0.983402489626556
184,250009,12,0.75,0.25,0.09068923821039904,0.871825876662636,0.02781136638452237,0.909310761789601,0.128174123337364,0.9721886336154776
185,250010,11,0.7272727272727273,0.2727272727272727,0.17837291561394644,0.7908034360788276,0.01869631126831733,0.8216270843860536,0.20919656392117236,0.9813036887316827
186,250011,2,1.0,0.0,0.38380281690140844,0.602112676056338,0.0,0.6161971830985915,0.397887323943662,1.0
187,250012,2,1.0,0.0,0.6233333333333333,0.35,0.0,0.3766666666666667,0.65,1.0
188,250013,10,0.7,0.3,0.3967741935483871,0.5812903225806452,0.008387096774193548,0.603225806451613,0.41870967741935483,0.9916129032258064
189,250014,2,1.0,0.0,0.43197278911564624,0.5680272108843537,0.0,0.5680272108843538,0.4319727891156463,1.0
190,250016,5,0.6,0.4,0.41975308641975306,0.5349794238683128,0.018930041152263374,0.5802469135802469,0.46502057613168724,0.9810699588477366
191,250017,11,0.5454545454545454,0.45454545454545453,0.2907069102462272,0.664813343923749,0.026211278792692614,0.7092930897537728,0.335186656076251,0.9737887212073074
