GEOID10,precinct_assignment
480610123011194,610067
480610133032004,610046
480610131063025,610063
480610101004111,610002
480610122004000,610099
480610121021149,610025
480610142001126,610014
480610101004079,610002
480610123051261,610052
480610123051027,610052
480610101004137,610002
480610120012050,610036
480610110003019,610041
480610123011304,610067
480610131041000,610076
480610106011006,610078
480610120022133,610023
480610102011063,610057
480610123011069,610067
480610101004218,610059
480610126082011,610086
480610101004199,610059
480610119021016,610026
480610119014002,610058
480610142001186,610014
480610104021016,610080
480610124013023,610065
480610108003003,610032
480610125051044,610017
480610144001159,610054
480610123051249,610052
480610101004214,610059
480610122001133,610066
480610114002008,610050
480610126121000,610054
480610125061066,610004
480610121012077,610022
480610122002051,610050
480610144003039,610074
480610144003040,610074
480610123041000,610001
480610114002013,610050
480610125062048,610004
480610141001080,610014
480610103022035,610058
480610142002009,610066
480610127002104,610014
480610130041010,610015
480610142002323,610066
480610101004200,610059
480610102031027,610087
480610119031148,610024
480610142001222,610014
480610124021001,610066
480610144003011,610074
480610125051049,610017
480610119031045,610024
480610125071006,610048
480610121021043,610025
480610144003078,610102
480610142001141,610014
480610103012050,610027
480610101005000,610020
480610101001060,610020
480610103022062,610058
480610119022109,610026
480610124011077,610095
480610144001003,610100
480610122001012,610099
480610119031072,610024
480610118021002,610043
480610121012052,610022
480610125051047,610017
480610123042040,610014
480610142002197,610095
480610101004058,610059
480610114003019,610050
480610101004046,610059
480610121012150,610022
480610122003094,610065
480610123051251,610052
480610119031025,610024
480610123011353,610059
480610108004023,610032
480610142001206,610014
480610101004084,610002
480610132061001,610082
480610132071022,610082
480610144002031,610102
480610104023012,610080
480610123011270,610066
480610144001177,610100
480610120022171,610024
480610101004090,610002
480610125062039,610004
480610106011017,610078
480610101004053,610059
480610122003081,610065
480610137002017,610009
480610122003028,610065
480610132072007,610082
480610142001049,610067
480610142001276,610014
480610107002021,610033
480610121013141,610043
480610142001149,610014
480610125071007,610048
480610101004007,610002
480610101004117,610002
480610126071057,610068
480610101004017,610002
480610127002003,610014
480610127002008,610014
480610120022129,610024
480610120022012,610043
480610125042118,610075
480610121013050,610022
480610125062035,610004
480610123051287,610014
480610139023024,610006
480610120022021,610085
480610127002107,610014
480610125053018,610017
480610101004113,610002
480610101004127,610002
480610144003065,610074
480610144001115,610100
480610121013106,610043
480610139023025,610006
480610114002029,610050
480610142001265,610014
480610129001017,610049
480610130031002,610049
480610142001296,610014
480610119031012,610024
480610122005051,610066
480610122002054,610065
480610124011109,610065
480610125062021,610004
480610101004008,610002
480610125053044,610017
480610101004068,610002
480610114003008,610050
480610123012001,610067
480610125042008,610048
480610108004130,610044
480610101004094,610002
480610127002224,610014
480610120012051,610036
480610115003001,610021
480610115003024,610021
480619801001001,610060
480610123051317,610052
480610111002022,610041
480610125062032,610004
480610112002006,610104
480610144003001,610074
480610119022098,610026
480610125071080,610075
480610120011016,610029
480610144003003,610074
480610124011092,610095
480610102032064,610087
480610142001092,610014
480610119022077,610026
480610123051267,610001
480610142002017,610066
480610101004197,610099
480610124013004,610065
480610125081054,610017
480610123051253,610001
480610101004327,610002
480610142002158,610003
480610127002099,610014
480610122004010,610099
480610101004241,610059
480610130021030,610061
480610122002019,610050
480610101004309,610059
480610101004043,610059
480610102011073,610057
480610125053017,610017
480610119021048,610026
480610119031000,610024
480610126121001,610054
480610101004219,610059
480610127002022,610014
480610120022132,610024
480610122002048,610050
480610124021019,610066
480610101001025,610020
480610120022078,610023
480610121012058,610022
480610121013085,610022
480610124022000,610066
480610131063010,610063
480610101004257,610059
480610131021004,610063
480610126071041,610086
480610127002106,610014
480610121012106,610022
480610121012108,610022
480610119014003,610058
480610123011082,610067
480610101004109,610002
480610121012136,610018
480610101004295,610059
480610121022091,610025
480610121022090,610025
480610144002021,610102
480610114004074,610050
480610119022093,610026
480610142001202,610014
480610101004133,610002
480610120022011,610043
480610103012022,610027
480610127002071,610014
480610125072051,610004
480610124013052,610065
480610123051252,610052
480610122003038,610065
480610125072052,610004
480610143001009,610069
480610114002038,610050
480610121013049,610079
480610120022172,610024
480610125051022,610017
480610142001175,610014
480610121022008,610018
480610127002014,610014
480610103022034,610058
480610114004059,610050
480610122001111,610066
480610101003007,610099
480610101001076,610002
480610101004102,610002
480610126092011,610074
480610126092012,610074
480610125052018,610017
480610145002007,610106
480610120022181,610025
480610101004126,610002
480610142002059,610066
480610124013001,610065
480610125061075,610004
480610142001174,610014
480610125081057,610016
480610121012078,610022
480610101004105,610002
480610108004126,610044
480610120022066,610023
480610125061035,610004
480610124011033,610065
480610101004124,610002
480610122004004,610099
480610101004136,610002
480610101004096,610002
480610131061002,610076
480610108004038,610032
480610127002002,610014
480610114004067,610050
480610122002072,610065
480610123011023,610059
480610123011351,610059
480610101004315,610059
480610125071061,610016
480610125071027,610048
480610125042029,610098
480610122005043,610066
480610130041002,610015
480610142001184,610014
480610119022074,610026
480610103023017,610064
480610101003008,610099
480610122003068,610065
480610114002004,610050
480610101004224,610059
480610114004007,610050
480610113011012,610030
480610144001121,610054
480610139021010,610037
480610125071039,610075
480610128001003,610062
480610102011004,610057
480610102011135,610057
480610119031044,610024
480610119021067,610026
480610130041011,610015
480610127002223,610014
480610122005055,610066
480610133092009,610053
480610121012081,610051
480610123011093,610066
480610123042054,610014
480610144001174,610100
480610125051081,610017
480610123011199,610067
480610141004026,610053
480610119031116,610024
480610125081048,610016
480610125042102,610075
480610121013038,610043
480610142002132,610095
480610131063004,610063
480610102031047,610087
480610142001227,610014
480610144001176,610100
480610103022008,610027
480610142001209,610014
480610132041001,610071
480610132072019,610082
480610101004185,610002
480610121012149,610022
480610103012043,610027
480610101004071,610002
480610123011083,610067
