GEOID10,precinct_assignment
481677238001111,1670225
481677235024002,1670277
481677240001124,1670311
481677209001047,1670439
481677239002122,1670103
481677241011000,1671051
481679900000021,1670306
481679900000002,1670103
481677239001060,1670103
481677239004079,1670104
481679900000027,1670221
481677233003000,1670283
481677233001021,1670227
481677219001009,1670144
481677212021001,1670165
481677238001052,1670334
481677210001050,1670144
481677237001000,1670225
481677260002019,1670221
481677260001000,1673301
481677234002001,1670228
481677239004167,1670168
481677209002002,1670439
481677209002006,1670439
481677215004000,1670166
481677236002002,1670225
481677239004170,1670168
481677239004053,1670104
481677212021015,1670165
481677258003040,1670223
481677239004033,1670103
481677240001001,1670105
481677256003003,1670224
481677233002017,1670228
481677260001078,1670221
481677240001126,1670311
481677232002022,1673311
481677236002068,1670334
481677236002012,1670225
481677236003009,1670277
481677236003020,1670277
481677237002014,1670334
481677236003071,1670226
481677219001133,1670169
481677260001003,1673301
481677260002014,1670221
481677203021029,1670460
481677236001022,1670226
481677234004020,1670279
481677261002033,1670221
481677262001004,1670146
481677239004026,1670103
481677239004029,1670103
481677261001018,1670221
481677261002018,1670221
481677260001013,1670276
481677238003022,1670225
481677237002006,1670334
481677261001159,1670274
481677209004026,1670439
481677215004003,1670166
481677231003008,1670338
481677207003060,1670471
481677260001015,1670276
481677236003084,1670226
481677239004055,1670104
481677238001117,1672323
481677235012000,1670277
481677239004135,1670104
481679900000010,1670103
481677239004083,1670103
481679900000022,1670315
481677255002032,1670218
481677259002007,1670221
481677239004076,1670151
481677211004056,1670197
481677207003039,1670471
481677239004166,1670168
481677209003034,1670439
481677261001022,1670221
481677239004051,1670104
481677239001058,1670103
481677239004069,1670168
481677239004192,1670345
481677218003025,1670151
481677239002138,1670104
481677238002062,1670225
481677239004202,1670172
481677219001025,1670144
481677262001347,1670345
481677239004120,1670104
481677211004027,1670197
481677261001010,1670221
481677240001120,1670105
481677239004160,1670104
481677240001006,1670105
481677239004030,1670103
481677240002097,1670311
481677239004153,1670104
481677238002001,1673301
481677233003022,1670283
481677261001090,1670221
481677211004003,1670197
481677236002062,1670334
481677217006060,1670151
481677215004048,1670166
481677260002028,1670221
481677239001014,1670103
481677235021025,1670258
481677234004033,1670279
481677204001014,1670462
481677219002033,1670347
481677238003010,1670225
481677235021036,1670258
481677211004008,1670192
481677239004062,1670168
481677217006033,1670151
481677238003045,1670225
481677238002077,1670225
481677262001274,1670345
481677210001003,1670197
481677260002040,1670221
481677261001088,1670221
481677261001178,1670275
481677239004028,1670103
481677209003058,1670439
481677239004085,1670103
481677238003031,1670225
481677239002163,1670104
481677239004016,1670103
481677258003028,1670223
481677233002039,1670227
481677211004005,1670165
481677212021026,1670197
481677239004024,1670103
481677238001088,1672323
481677213003006,1670453
481677239004035,1670104
481679900000030,1670221
481677256004009,1670224
481679900000026,1670221
481677238002051,1670225
481677239004019,1670103
481677220011020,1670146
481677262001365,1670345
481677261001161,1670274
481677260002004,1670225
481677219001007,1670144
481677261001011,1670221
481677260002003,1670225
481677239004169,1670168
481677237001008,1670225
481677260002006,1670225
481677239004145,1670104
481677260002009,1670226
481677238001100,1672323
481677233001010,1670227
481677239004215,1670345
481677239004087,1670103
481677239004212,1670151
481677239004047,1670104
481677212011017,1670193
481677216001003,1670166
481677239004095,1670103
481677239001057,1670103
481677211004007,1670453
481677236002095,1670225
481677207002026,1670454
481677235024020,1670278
481677235024038,1670278
481677234003069,1670228
481677231003040,1670338
481677235021020,1670258
481677205033009,1670488
481677215004008,1670166
481677239004041,1670104
481677238002076,1670225
481677260002025,1670221
481677239004071,1670151
481677235022048,1670278
481677215002041,1670166
481677239003060,1670104
481677240002069,1670309
481677258003021,1670223
481677233002029,1670227
481677235024003,1670277
481677240001127,1670311
481677261002007,1670221
481677206002043,1670283
481677261002003,1670221
481677260001023,1670276
481677240001117,1670311
481677234003034,1670279
481677209004000,1670439
481677239004193,1670345
481677260001012,1670276
481677238003018,1670225
481677236003031,1670277
481677237001067,1670225
481677262001254,1670345
481677238002086,1670225
481677219001020,1670172
481679900000018,1670104
481677260001046,1670221
481679900000017,1670104
481677239002023,1670103
481679900000025,1670224
481677239001022,1670103
481679900000016,1670104
481677238002073,1670225
481677260002031,1670221
481677209002000,1670341
481677239001082,1670103
481677238001120,1672323
481677214002007,1670167
481677237001007,1670225
481677212014047,1670490
481677206001069,1670220
481677234004032,1670279
481677261001164,1670274
481677237002009,1670334
481677239004155,1670104
481677239001095,1670103
481677234003048,1670228
481677214002008,1670167
481677240001021,1670105
481677240001035,1670105
481677241011040,1670306
481677214001012,1670167
481677260002015,1670225
481677261001133,1670274
481679900000019,1670104
481677239002174,1670104
481677239001028,1670103
481677206001035,1670482
481677234004013,1670279
481677260001041,1670276
481677219001104,1670172
481677220012002,1670150
481677234003073,1670228
481677237001024,1670334
481677213004000,1670167
481677239004186,1670103
481677260002050,1670221
481677261002126,1670221
481677235021014,1670258
481679900000015,1670104
481677238003036,1670225
481677239004163,1670104
481677205012000,1670464
481677237002007,1670334
481677205033010,1670488
481677241011004,1671051
481677219002006,1670151
481677260002013,1670221
481677258003023,1670223
481677212014007,1670490
481677236002072,1670226
481677233003005,1670280
481677239004068,1670168
481677235024025,1670278
481677220011007,1670146
481677212011011,1670166
481677210001051,1670197
481677210001007,1670144
481677262001255,1670345
481677262001341,1670345
481677259001000,1670276
481679900000014,1670103
481677240001025,1670105
481677214001000,1670152
481679900000013,1670104
481677256001005,1670221
481677240001046,1670105
481677239004034,1670103
481677239004009,1670103
481677239004056,1670104
481677235024001,1670277
481677237001063,1670225
481677215004002,1670166
481677239001001,1670103
481677218002012,1670151
481677234004035,1670279
481677212014023,1670490
481677239004200,1670146
481677234003014,1670228
481677235023009,1670278
481677235023002,1670278
481677204001021,1670462
481677237001017,1670334
481677216001001,1670166
481677233003004,1670280
481677234003016,1670228
481677218003047,1670151
481677239004150,1670104
481677234003029,1670279
481677235023026,1670277
481677209003035,1670439
481677258003042,1670223
481677261001078,1670275
481677239004061,1670168
481677239004184,1670345
481677239004046,1670104
481677219001008,1670144
481677240001055,1670105
481677214001004,1670167
481677204001013,1670462
481677239004006,1670103
481677262001435,1670345
481677234004008,1670279
481677239001000,1670103
481677212011001,1670166
481677260002032,1670221
481677237001019,1670334
481677233003001,1670280
481677202001012,1670456
481677234003037,1670228
481677238001069,1670330
481677262001442,1670345
481677238001023,1670232
481677232001069,1670226
481677235024040,1670278
481677262001368,1670345
481677203022017,1670461
481677238002006,1673301
481677203011022,1670460
481677235012003,1670277
481677235021015,1670258
481677261002000,1670226
481677212014000,1670193
481677237001009,1670225
481677238002046,1670225
481677236001016,1670226
481677239004176,1670104
481677238001007,1670330
481677239004203,1670172
481677214003010,1670166
481677232002003,1670219
481677235024010,1670278
481677239003015,1670104
481677239004058,1670104
481677215002000,1670167
481677261001016,1670275
481677236003072,1670226
481677239001092,1670103
481677239004159,1670104
481677233003036,1670228
481677238001114,1670225
481677239004043,1670104
481677236003030,1670226
481677261001000,1670226
481677234003032,1670279
481679900000031,1670306
481677215002001,1670167
481677241011001,1671051
481677232001076,1670226
481677259001045,1670221
481677239004063,1670168
481677239001077,1670103
481677239004060,1670104
481677239002173,1670104
481677239001005,1670103
481677240001075,1670311
481677260002005,1670225
481677238003025,1670225
481677261001127,1670221
481677260002002,1670226
481677239002022,1670103
481677236003049,1670226
481677209002008,1670439
481677204001003,1670462
481677234004053,1670279
481677236003022,1670277
481677236003093,1670226
481677240001011,1670105
481677217006061,1670151
481677231003014,1670338
481677219002000,1670151
481677239004189,1670168
481677239002024,1670103
481677240002096,1670311
481677241011013,1670306
481677241011063,1670306
481677259001038,1670276
481677238001060,1670225
481677259001037,1670276
481677260001019,1670276
481677236002009,1670225
481677233001000,1670219
481677239002126,1670104
481677213004005,1670167
481677239001036,1670103
481677235022068,1670278
481677205031016,1670263
481677239004139,1670104
481677218003015,1670151
481677210001054,1670197
481677239004075,1670151
481677239004073,1670151
481677261001038,1670221
481677219002004,1670172
481677218003040,1670151
481677261001008,1670221
481677206002032,1670220
481677260002054,1670225
481677218002013,1670151
481677259001003,1670276
481677260002038,1670221
481677237001068,1670225
481677240001061,1670105
481677217006005,1670151
481677217006037,1670151
481677239002177,1670104
481677256002020,1670224
481677239001086,1670103
481677239004002,1670103
481677239004064,1670168
481677219001100,1670172
481677240001004,1670105
481677211004001,1670197
481677206002122,1670220
481677239004181,1670168
481677261001083,1670275
481677234002006,1670227
481677234003052,1670279
481677241012031,1670315
481677234003055,1670279
481677234003028,1670279
481677212012053,1670453
481677219003014,1670347
481677239004164,1670104
481677240001065,1670311
481677239004213,1670172
481679900000009,1670103
481677261001041,1670221
481677210001014,1670144
481677219001035,1670301
481677207001008,1670454
481677235021039,1670258
481677240001122,1670311
481677233003024,1670283
481677262001354,1670345
481677212012042,1670453
481677236003010,1670277
481677253001029,1670223
481677234004031,1670279
481677232001070,1670226
481677238003008,1670225
481677258003043,1670223
481677239004107,1670103
481677211004034,1670197
481677239001026,1670103
481677241011009,1671051
481677215002020,1670166
481677235021035,1670258
481677240001057,1670105
481677219001036,1670301
481677234004025,1670279
481677206001041,1670482
481677235021033,1670258
481677239004101,1670103
481677240001108,1670311
481679900000029,1670221
481677219001116,1670172
481677260002039,1670221
481677236001007,1670226
481677215004015,1670166
481677215002032,1670166
481677240001062,1670311
481677233001029,1670227
481677220012001,1670150
481677239004204,1670150
481677238001057,1670225
481677261001003,1670221
481677204002024,1670461
481677238003026,1670225
481677236003092,1670226
481677238001119,1672323
481677262001434,1670345
481677218004029,1670151
481677239004148,1670104
481677205012008,1670464
481679900000020,1670306
481677239004138,1670104
481677232001068,1670226
481677206002111,1670283
481677239002176,1670104
481677239004005,1670103
481677210001022,1670144
481677238001095,1672323
481677234003033,1670279
481677240001063,1670311
481677209002022,1670439
481677235012005,1670277
481677240002100,1670309
481679900000004,1670103
481677232002046,1670226
481677237001010,1670225
481677239004149,1670104
481677239004157,1670104
481677239004049,1670104
481677237001004,1670225
481677237001002,1670225
481677206001048,1670482
481677238001061,1670334
481677206001061,1670220
481677238002019,1670225
481677212011010,1670166
481677259002000,1670276
481677213003000,1670453
481677238001072,1670330
481677216001055,1670159
481677217006057,1670151
481677262001385,1670345
481677235024028,1670278
481677219001018,1670151
481677204002000,1670461
481677203022011,1670461
481677257002000,1670224
481677240001103,1670311
481677239004015,1670103
481677217006089,1670151
481677237001015,1670334
481677260001017,1670276
481677218003038,1670151
481677215004004,1670166
481677234003077,1670228
481677220012004,1670150
481677239004162,1670104
481677260002021,1670221
481677259001002,1670276
481677238003032,1670225
481677260001008,1670225
481677236002070,1670226
481677209002020,1670439
481677239004158,1670104
481677239002166,1670104
481677220011021,1670150
481677220011014,1670146
481677238001087,1672323
481677238001053,1670232
481677232001006,1670219
481677239004178,1670104
481677256001004,1670224
481677240001022,1670105
481677239004008,1670103
481677239001012,1670103
481677260001009,1670225
481677237001018,1670334
481677215004040,1670166
481677238002072,1670225
481677210001006,1670197
481677261001002,1670221
481677260002007,1670226
481677238001054,1670334
481677238003027,1670225
481677217006070,1670151
481677239004190,1670345
481677238001050,1672321
481677239004168,1670168
481677261002001,1670226
481677234003064,1670279
481677217006038,1670151
481677261002002,1670226
481677262001364,1670345
481677260002053,1670225
481677232001062,1670226
481677258003020,1670311
481677239004082,1670103
481677239004214,1670172
481677261001040,1670221
481677239004137,1670104
481677235021042,1670258
481677239002172,1670104
481677261002008,1670221
481677239004172,1670168
481677260001073,1670221
481677262001340,1670345
481677219001013,1670197
481677239004106,1670103
481677218003048,1670151
481677260001014,1670276
481677232001004,1670219
481677214002012,1670152
481677240002077,1670309
481677217006044,1670151
481677235021024,1670258
481677241011002,1671051
481677205022036,1670487
481677261002073,1670221
481677234004010,1670279
481677239004100,1670103
481677239004191,1670345
481677217006045,1670151
481677260001007,1670225
481677239004132,1670104
481677239004182,1670168
481677216001052,1670166
481677242001000,1671051
481677260001010,1670276
481677261002119,1670221
481677239004144,1670104
481677211004053,1670197
481677239001076,1670103
481677239004021,1670103
481677239004014,1670103
481679900000012,1670104
481677206002110,1670220
481677261002074,1670221
481677238001055,1670225
481677239004201,1670146
481677239002171,1670104
481677236003056,1670226
481677241012032,1670218
481677215004001,1670166
481677239004042,1670104
481677233001019,1670227
481677207003048,1670471
481677240001043,1670105
481677232002020,1673311
481677239004052,1670104
481677240001059,1670311
481677237001066,1670225
481677238002039,1670225
481677240001067,1670311
481677239004152,1670104
481677239004077,1670104
481677216001000,1670166
481677207003052,1670471
481677236003096,1670226
481677233001005,1670227
481677212011009,1670170
481677217006058,1670151
481677260001001,1673301
481677206001004,1670220
481677239001059,1670103
481677232001078,1670226
481677240001128,1670311
481677233003019,1670280
481677239004000,1670103
481677235024024,1670278
481677202001021,1670456
481677236003079,1670226
481677232001039,1670219
481677235021023,1670258
481677260001011,1670276
481677236002008,1670225
481677260001005,1670225
481677260002026,1670221
481677239004010,1670103
481677262001336,1670345
481677209004029,1670439
481677220012021,1670150
481677262001446,1670345
481677261001084,1670221
481677238001097,1672323
481677239004131,1670104
481677236002071,1670226
481677239004080,1670104
481677218003023,1670151
481677218002026,1670151
481677239004037,1670104
481677236003017,1670277
481677236002004,1670225
481677262001273,1670345
481677238001090,1672323
481677239004208,1670172
481677239001018,1670103
481679900000001,1670103
481677216001002,1670166
481677239004018,1670103
481677210001048,1670144
481677210001023,1670144
481677260002001,1670226
481679900000024,1670218
481677262001360,1670345
481677261001001,1670221
481677217006043,1670151
481677237001064,1670225
481677219002037,1670347
481677239002139,1670104
481677235021032,1670258
481677211004015,1670197
481677219001118,1670169
481677219001006,1670197
481677261001086,1670221
481677240001064,1670311
481677236003001,1670226
481677262001027,1670345
481677239004197,1670345
481677219001080,1670338
481677219001023,1670172
481677240001119,1670311
481677202002006,1670456
481677260002035,1670221
481677262001012,1670345
481677235021041,1670258
481677211003000,1670144
481677262001005,1670345
481677234004009,1670279
481677215003003,1670167
481677235021038,1670258
481677239001011,1670103
481677236003075,1670226
481677236003032,1670226
481677236002010,1670225
481677236002093,1670225
481677212012039,1670490
481677240002099,1670311
481677260002029,1670221
481677239004025,1670103
481677239004059,1670104
481677260001004,1673301
481677262001253,1670345
481677209003022,1670439
481677205033014,1670488
481677211004017,1670197
481677261001124,1670221
481677238001089,1672323
481677237001069,1670225
481677236001017,1670226
481677236003099,1670226
481677219001005,1670151
481677219001058,1670301
481677236001024,1670226
481679900000011,1670103
481677210001049,1670144
481677239002123,1670104
481677239004086,1670103
481677220012009,1670150
481677240001076,1670105
481677239001078,1670103
481677239004067,1670151
481677239004078,1670103
481677239004074,1670151
481677217006032,1670151
481677237001001,1670225
481677238001113,1670225
481677260002008,1670226
481677237001065,1670225
481677239004198,1670172
481677239004185,1670345
481677236003100,1670277
481677212021035,1670453
481677212012046,1670453
481677239002161,1670104
481677238002067,1670225
481677239001017,1670103
481677240001058,1670311
481677240001026,1670105
481677219002023,1670172
481677238001063,1670232
481677239004195,1670345
481677240002098,1670311
481677234003054,1670279
481677240001116,1670311
481677262001002,1670146
481677212011004,1670166
481677219001028,1670301
481677260001006,1670225
481677235021016,1670258
481677239004022,1670103
481677262001448,1670345
481677237001051,1670225
481677235024026,1670278
481677235011002,1670277
481677240001118,1670311
481677259001009,1670276
481677240002085,1670309
481677235021037,1670258
481677214003005,1670166
481677203022014,1670461
481677215004044,1670166
481677239001090,1670103
481677227001008,1670338
481677219002001,1670151
481677239001079,1670103
481677238002045,1670225
481677260001002,1673301
481677262001263,1670345
481677260002024,1670221
481677239004207,1670172
481677210001052,1670197
481677236003086,1670226
481677261002013,1670221
481677239004174,1670104
481677239004194,1670103
481677239004032,1670104
481677260001018,1670276
481677238001064,1672323
481677240001003,1670105
481677211004061,1670399
481677226001011,1670336
481677235024041,1670277
481677233002004,1670228
481677241011012,1670306
481677234003022,1670228
481679900000023,1670315
481679900000005,1670103
481677219001132,1670347
481677239004081,1670103
481677238003017,1670225
481677239004206,1670150
481677232001077,1670226
481677239004209,1670172
481677234004052,1670279
481677238001108,1670225
481677215004017,1670166
481677215002037,1670166
481677206001049,1670482
481677239003013,1670104
481679900000007,1670103
481677207003044,1670471
481677218003053,1670151
481677243004042,1670306
481677238001019,1670330
481677202002020,1670456
481677249001000,1670315
481677212012043,1670453
481677238001037,1670232
481677208001019,1670340
481677259001033,1670276
481677212012029,1670453
481677206002125,1670283
481677217002007,1670159
481677223004014,1670343
481677227003011,1670336
481677253002052,1670218
481677239001098,1670103
481677238001049,1670232
481677212012014,1670490
481677216001018,1670166
481677208001040,1670340
481677243002023,1670306
481677235022023,1670278
481677260001031,1670276
481677250001015,1670315
481677240002028,1670311
481677215004063,1670166
481677251002035,1670314
481677235022005,1670258
481677244002063,1670314
481677238001101,1672323
481677223005027,1670343
481677262001244,1670345
481677222003034,1670146
481677218002020,1670151
481677221003073,1670148
481677206001072,1670220
481677205033045,1670263
481677206002099,1670283
481677236002074,1670334
481677206001024,1670482
481677204001022,1670462
481677256004005,1670224
481677205033030,1670263
481677209004018,1670439
481677261001108,1670221
481677223003005,1670343
481677261001062,1670275
481677209003019,1670439
481677229002012,1672322
481677262001174,1670345
481677261002020,1670221
481677235022050,1670258
481677261001100,1670221
481677211004060,1670399
481677239003029,1670104
481677223005047,1670343
481677244001045,1670315
481677202002004,1670456
481677205012019,1670464
481677207001005,1670454
481677210001034,1670341
481677211002001,1670391
481677261001138,1670274
481677220023010,1670148
481677220013012,1670150
481677222003023,1670148
481677239002072,1670103
481677245001064,1670306
481677251001007,1670314
481677215001037,1670167
481677246002053,1670311
481677218001016,1670151
481677215001036,1670167
481677252002020,1670316A
481677234003009,1670220
481677212015002,1670170
481677223004001,1670343
481677247001042,1670314
481677260001066,1670221
481677252002004,1670311
481677244002027,1670306
481677248002000,1670315
481677261001033,1670275
481677251003023,1670315
481677221003010,1670148
481677206002123,1670283
481677234002011,1670228
481677226001004,1670347
481677203022019,1670461
481677234001027,1670227
481677223005017,1670343
481677220013017,1670150
481677238003014,1670225
481677205033006,1670488
481677233001023,1670227
481677262001404,1670345
481677221003062,1670146
481677251002030,1670314
481677258002016,1670223
481677238003039,1670225
481677213001016,1670453
481677222002012,1670345
481677253002044,1670218
481677240001098,1670311
481677262001226,1670345
481677212012041,1670453
481677212011018,1670193
481677208001045,1670340
481677220022000,1670142
481677204001026,1670462
481677262001154,1670345
481677234004030,1670279
481677245001072,1670306
481677208002005,1670399
481677219001014,1670197
481677207002031,1670454
481677218002044,1670151
481677213003007,1670453
481677221002012,1670146
481677223001001,1670148
481677262001320,1670345
481677222004034,1670345
481677215004039,1670166
481677232002017,1670226
481677221004003,1670148
481677245001097,1670306
481677242001003,1671051
481677207003089,1670399
481677206002062,1670220
481677236003063,1670226
481677234002021,1670228
481677250003019,1670218
481677205033050,1670263
481677239002026,1670104
481677227001009,1670338
481677212021042,1670399
481677246002002,1670311
481677205022001,1670455
481677235012004,1670277
481677205021013,1670455
481677205033073,1670263
481677219001126,1670172
481677239002121,1670104
481677211002041,1670341
481677248002013,1670315
481677244001002,1670314
481677206002025,1670283
481677218001034,1670151
481677256003004,1670224
481677244002034,1670306
481677220023036,1670343
481677262001146,1670345
481677211001046,1670144
481677211004019,1670144
481677228001022,1670330
481677227003015,1670336
481677205023017,1670488
481677226001010,1670336
481677208004013,1670439
481677229002021,1670232
481677219002016,1670151
481677220011011,1670146
481677205031003,1670487
481677207002061,1670454
481677235021000,1670258
481677259001013,1670276
481677222003017,1670146
481677206002079,1670283
481677215002047,1670167
481677212012000,1670490
481677216001064,1670159
481677240002037,1670311
481677223001007,1670343
481677238001035,1670232
481677218001040,1670151
481677245001018,1670306
481677209004004,1670439
481677221003056,1670146
481677237002016,1670334
481677247001036,1670314
481677230002014,1670331
481677205031010,1670263
481677222004023,1670345
481677212021046,1670399
481677236001041,1670226
481677253002013,1670218
481677247002053,1670314
481677219001184,1670312
481677243001030,1670306
481677205031000,1670488
481677250001006,1670315
481677238001002,1670330
481677226001027,1670336
481677203022013,1670461
481677236003038,1670226
481677233003008,1670280
481677261001081,1670275
481677213001014,1670453
481677215004058,1670166
481677244002019,1670314
481677253002043,1670218
481677218004030,1670151
481677262001313,1670345
481677229001025,1670232
481677206002124,1670283
481677219001042,1670301
481677262001257,1670345
481677211004004,1670165
481677219001003,1670151
481677247001023,1670314
481677227004015,1670336
481677236001059,1670226
481677236001005,1670226
481677261001051,1670275
481677241012040,1670218
481677234002018,1670228
481677230003009,1670331
481677261002039,1670221
481677230001008,1670331
481677213003029,1670453
481677242001017,1671051
481677212021022,1670165
481677242003014,1670306
481677203012013,1670460
481677238002054,1670225
481677261002087,1670221
481677254002027,1670316A
481677254001018,1670316A
481677256002017,1670224
481677211002035,1670192
481677207001043,1670454
481677201001019,1670457
481677223005065,1670343
481677244001040,1670314
481677223005040,1670343
481677240001048,1670105
481677258002034,1670223
481677239003049,1670104
481677223003024,1670343
481677234001018,1670227
481677261001163,1670274
481677247002055,1670314
481677205031034,1670263
481677245001154,1670311
481677217001006,1670159
481677208002012,1670471
481677241011048,1671051
481677203011021,1670460
481677239002078,1670103
481677203011020,1670460
481677218001006,1670151
481677248001029,1670315
481677216001073,1670159
481677215004052,1670166
481677235023013,1670277
481677243003013,1670306
481677217004005,1670159
481677217006023,1670159
481677205031039,1670263
481677248002026,1670315
481677229001012,1670331
481677238001045,1670232
481677205033066,1670488
481677203023014,1670460
481677262001423,1670345
481677238002010,1672323
481677219001146,1670338
481677219001122,1670172
481677248001007,1670315
481677220011032,1670150
481677215004069,1670166
481677207002011,1670454
481677212021006,1670165
481677241012021,1670315
481677235024029,1670278
481677217005022,1670159
481677213003039,1670453
481677213003009,1670453
481677223006015,1670142
481677238002027,1670225
481677240002007,1670311
481677203022022,1670461
481677217004004,1670159
481677221006025,1670148
481677239001100,1670103
481677236003018,1670277
481677236002056,1670334
481677261001049,1670275
481677211001034,1670341
481677228002014,1670330
481677220023021,1670148
481677207003088,1670399
481677242003007,1670306
481677205022053,1670487
481677218002009,1670151
481677231002019,1670338
481677210001040,1670144
481677207001041,1670454
481677220011030,1670150
481677206002108,1670283
481677217001007,1670159
481677217006047,1670151
481677234004017,1670279
481677208001051,1670340
481677238001015,1672321
481677219001055,1670301
481677221005028,1670148
481677258003044,1670223
481677243002019,1670306
481677222002004,1670345
481677259001012,1670276
481677216001036,1670166
481677233003003,1670280
481677208004017,1670439
481677213003030,1670453
481677232001034,1670219
481677238001062,1670232
481677203022010,1670461
481677217002000,1670159
481677239001019,1670103
481677208003027,1670389
481677218002031,1670151
481677228002037,1670330
481677220021010,1670142
481677223005003,1670343
481677243005007,1670306
481677241012015,1670315
481677211002000,1670391
481677203012001,1670460
481677249002020,1670315
481677229001007,1670232
481677221006023,1670148
481677207003040,1670471
481677204002015,1670461
481677262001266,1670345
481677227001019,1670336
481677207001029,1670454
481677214003019,1670152
481677238001031,1670232
481677260002047,1670221
481677207002054,1670454
481677254003018,1670316A
481677217006080,1670151
481677202002000,1670456
