GEOID10,precinct_assignment
483550063001017,3550021
483550054062115,3550127
483550063001163,3550103
483550062001149,3550081
483550062001099,3550019
483559900000002,3550019
483550060002240,3550127
483550063001065,3550103
483550058022152,3550023
483550062001166,3550081
483550030023004,3550008
483550063001049,3550103
483550054062138,3550127
483550058011000,3550023
483550062001121,3550019
483550063001001,3550103
483550062001110,3550019
483550031022019,3550126
483550062001098,3550019
483550032032011,3550017
483550063001152,3550103
483550062003000,3550081
483550062001046,3550019
483550030023038,3550006
483550058022026,3550010
483550059001254,3550036
483550054062134,3550127
483550062001080,3550019
483550054161026,3550026
483550062001015,3550019
483550062001107,3550019
483550062001128,3550019
483559900000005,3550019
483559900000003,3550019
483550062001234,3550019
483550062001205,3550019
483550027054023,3550120
483550063001023,3550103
483550063001035,3550103
483550063001061,3550103
483550062001126,3550019
483550058022073,3550012
483550037002000,3550009
483550058022146,3550023
483550030022012,3550018
483550032021010,3550008
483550030012011,3550018
483550031011022,3550006
483550063001020,3550103
483550063001013,3550103
483550031022006,3550126
483550059001261,3550036
483559900000004,3550019
483550062001146,3550019
483550062001044,3550019
483550058022153,3550023
483550062001209,3550019
483550063002032,3550111
483550054062024,3550127
483550063001026,3550103
483550063001255,3550001
483559900000001,3550019
483550062001058,3550019
483550062001163,3550081
483550062001105,3550019
483550027044002,3550091
483550062001204,3550019
483550031014004,3550018
483550058022158,3550023
483550062001114,3550019
483550029001002,3550018
483550062001045,3550019
483550058022034,3550010
483550058022147,3550023
483550062001025,3550019
483550062001131,3550019
483559900000007,3550019
483550030012000,3550018
483550063001036,3550103
483550062001198,3550019
483550062001122,3550081
483550054041005,3550126
483550062003015,3550081
483550062001103,3550019
483550031022003,3550008
483550062001088,3550019
483550054062142,3550127
483550062001145,3550019
483550062001047,3550019
483550051021087,3550019
483550056015028,3550037
483550062002018,3550040
483550019032015,3550071
483550030023032,3550018
483550021011000,3550066
483550020021009,3550056
483550061001019,3550036
483550054172008,3550125
483550010001004,3550046
483550058011007,3550023
483550056013012,3550013
483550009002022,3550044
483550058013005,3550107
483550009003011,3550044
483550054112012,3550115
483550036024006,3550101
483550064002123,3550033
483550005001020,3550038
483550060002132,3550022
483550008001040,3550034
483550007003008,3550051
483550036031006,3550101
483550019022023,3550093
483550014003007,3550059
483550054081016,3550116
483550020022003,3550096
483550056021105,3550035
483550023032000,3550004
483550006001013,3550079
483550062001148,3550019
483550024004015,3550084
483550005001013,3550038
483550060002246,3550127
483550054062023,3550114
483550037003028,3550009
483550006007010,3550079
483550062002027,3550040
483550027051005,3550065
483550058022104,3550025
483550021023035,3550063
483550064001031,3550047
483559800001011,3550034
483550015003019,3550043
483550016023011,3550075
483550018012003,3550074
483550026011036,3550002
483550007003002,3550051
483550021023018,3550063
483550060002045,3550037
483550036013000,3550123
483550023033005,3550004
483550036021021,3550049
483550016011009,3550060
483550054172033,3550125
483550015002016,3550083
483550060001008,3550027
483550014001017,3550058
483550054062032,3550016
483550010004025,3550031
483550006002019,3550007
483550056023013,3550104
483550056021113,3550035
483550031021026,3550122
483550059001222,3550036
483550006002016,3550007
483550058023118,3550028
483550036021012,3550049
483550015002033,3550083
483550033031003,3550070
483550030013007,3550018
483550027042008,3550091
483550032031015,3550017
483550015002017,3550083
483559800001023,3550024
483550056021032,3550037
483550032031003,3550017
483550017012006,3550078
483550034023010,3550112
483550058022136,3550012
483550064001035,3550030
483550030021022,3550006
483550029001093,3550018
483550056011012,3550054
483550023012020,3550095
483550054101008,3550088
483550058022019,3550025
483550059001241,3550036
483550034021003,3550106
483550060001005,3550027
483550026011023,3550065
483550021021011,3550063
483550056011013,3550107
483550056013008,3550013
483550063001206,3550021
483550022005013,3550087
483550037003007,3550009
483550054061096,3550015
483550010004014,3550031
483550058012009,3550107
483550064002021,3550001
483550059002008,3550012
483550062001210,3550019
483550059001022,3550108
483550059001023,3550108
483550064003015,3550030
483550017016000,3550080
483550061003048,3550014
483550060002048,3550037
483550054161011,3550026
483550019033010,3550071
483550021023030,3550063
483550060002169,3550014
483550013001011,3550041
483550033062012,3550032
483550062003038,3550081
483550013003022,3550062
483550056023005,3550105
483550031015000,3550117
483550018021012,3550093
483550031021010,3550122
483550010001007,3550046
483550062001236,3550019
483550025001017,3550064
483550026011032,3550002
483550058023076,3550107
483550054161001,3550026
483550064003025,3550030
483550008001098,3550034
483550054091017,3550003
483550060002075,3550022
483550060002043,3550037
483550062001050,3550019
483550063001068,3550103
483550036032019,3550101
483550059001002,3550105
483550027033001,3550090
483550019022033,3550093
483550054081000,3550106
483550027053039,3550065
483550058022057,3550025
483550051021032,3550019
483550054172001,3550125
483550036014009,3550110
483550018012000,3550074
483550022001018,3550069
483550025002030,3550064
483550035002011,3550100
483550022003000,3550087
483550024003017,3550094
483550064001016,3550030
483550024001017,3550094
483550024001007,3550094
483550060002084,3550022
483550031022001,3550122
483550056015008,3550037
483550014003028,3550059
483550063001192,3550021
483550064003028,3550001
483550054092008,3550003
483550031022032,3550122
483550056014020,3550054
483550015002023,3550083
483550008001101,3550015
483550062001135,3550019
483550014003009,3550059
483550063001044,3550103
483550054061102,3550016
483550060002253,3550127
483550054063003,3550127
483550064002073,3550001
483550056014000,3550054
483550056015029,3550037
483550063001199,3550021
483550063001037,3550103
483550036022011,3550101
483550062001186,3550081
483550008001086,3550015
483550064002074,3550001
483550006001001,3550079
483550061001000,3550102
483550027054012,3550092A
483550063001244,3550021
483550034024003,3550106
483550025003006,3550005
483550016023021,3550075
483550060001039,3550027
483550019033004,3550071
483550059001217,3550036
483550062001193,3550040
483550009002004,3550044
483550020021017,3550056
483550023012015,3550072
483550015002001,3550083
483550023031001,3550004
483550063001330,3550001
483550060001059,3550027
483550006003013,3550007
483550025004004,3550005
483550051021075,3550019
483550056022005,3550104
483550018022014,3550093
483550032023005,3550008
483550060002136,3550022
483550027033008,3550120
483550008002011,3550051
483550064002001,3550001
483550060002107,3550022
483550060002051,3550022
483550021022010,3550086
483550058022083,3550011
483550037001013,3550009
483550007001014,3550082
483550054062080,3550127
483550021022018,3550086
483550030011007,3550018
483550056021033,3550037
483550030013031,3550018
483550036011004,3550110
483550064002150,3550001
483550021021008,3550063
483550058021000,3550011
483550063001309,3550001
483550058023060,3550107
483550058023039,3550107
483550064002083,3550001
483550054062162,3550114
483550062002001,3550040
483550056021070,3550035
483550009004015,3550076
483550054061031,3550015
483550062002005,3550040
483550035002038,3550100
483550060002012,3550037
483550058012027,3550107
483550064002033,3550001
483550058012036,3550107
483550021014009,3550066
483550008001032,3550024
483550032031016,3550017
483550011002006,3550033
483550036023002,3550101
483550031012017,3550018
483550017022025,3550114
483550030012030,3550018
483550018021006,3550093
483550024004016,3550084
483550016023016,3550075
483550062003009,3550081
483550054141009,3550125
483550006007006,3550079
483550036021010,3550101
483550063001321,3550030
483550054062035,3550016
483550006002007,3550103
483550054061024,3550015
483550024004004,3550084
483550027052003,3550065
483550058021004,3550011
483550020023000,3550053
483550010004028,3550031
483550064001027,3550030
483550023044014,3550118
483550054111009,3550115
483550058023063,3550107
483550037002042,3550009
483550034025008,3550106
483550031015017,3550117
483550029001092,3550018
483550056021131,3550037
483550008002025,3550024
483550019023011,3550020
483550027044015,3550091
483550033051008,3550070
483550032033006,3550017
483550011002002,3550033
483550031015003,3550117
483550036021006,3550049
483550059001125,3550027
483559800001017,3550024
483550006002066,3550007
483550063001129,3550103
483550032022041,3550008
483550054061080,3550114
483550056011002,3550107
483550011001004,3550047
483550014004013,3550042
483550014002003,3550058
483550064001022,3550030
483550006001004,3550079
483550063001247,3550021
483550032041003,3550124
483550054162006,3550026
483550012002042,3550001
483550026022020,3550089
483550035002061,3550051
483550063001261,3550021
483550064003009,3550030
483550017013017,3550080
483550031011017,3550006
483550008002105,3550024
483550056021102,3550035
483550013003012,3550085
483550008002081,3550024
483550032041014,3550124
483550027053045,3550065
483550060001057,3550027
483550010002014,3550045
483550036012006,3550123
483550005001076,3550079
483550063002033,3550111
483550027053037,3550065
483550015001013,3550056
483550058023061,3550107
483550021013007,3550050
483550034023013,3550112
483550016012010,3550060
483550054172035,3550126
483550054162005,3550026
483550054141002,3550125
483550058023069,3550107
483550031022035,3550122
483550060002265,3550022
483550035002004,3550100
483550054172017,3550125
483550019042007,3550073
483550063001343,3550001
483550014004019,3550059
483550018012006,3550074
483550008001075,3550034
483550026022011,3550089
483550012002050,3550039
483550060002100,3550022
483550010004003,3550033
483550007001035,3550082
483550058022091,3550025
483550029001105,3550018
483550017022018,3550114
483550032022009,3550008
483550031015015,3550117
483550054062114,3550127
483550008001059,3550034
483550060002028,3550037
483550023012012,3550095
483550060001068,3550027
483550019031004,3550071
483550023032009,3550004
483550017012012,3550078
483550062002031,3550040
483550054071011,3550116
483550054061037,3550015
483550018021033,3550093
483550010004008,3550033
483550056021090,3550035
483550021012010,3550066
483550054062087,3550127
483550011001018,3550079
483550027051007,3550065
483550064002146,3550001
483550034024010,3550112
483550054062133,3550127
483550017022016,3550114
483550008001071,3550034
483550033062008,3550032
483550031013014,3550018
483550027031007,3550090
483550060002008,3550037
483550026011030,3550002
483550051021083,3550019
483550016021010,3550075
483550027053028,3550065
483550054061109,3550028
483550029001007,3550018
483550061003004,3550102
483550009004012,3550076
483550061002010,3550102
483550064001025,3550030
483550054092040,3550003
483550061003045,3550014
483550015001019,3550056
483550060002192,3550014
483550059001265,3550036
483550008001064,3550028
483550059001239,3550036
483550058021063,3550011
483550034022000,3550106
483550034011004,3550121
483550030021006,3550006
483550027053038,3550065
483550012001013,3550033
483550007001001,3550082
483550019033001,3550071
483550059001042,3550037
483550054172022,3550126
483550031011007,3550018
483550062001024,3550019
483550019033003,3550071
483550054092035,3550003
483550012001027,3550031
483550021023029,3550063
483550025002002,3550063
483550059001263,3550036
483550059001057,3550012
483550059001221,3550036
483550061001030,3550036
483550059001255,3550036
483550006005015,3550052
483550011002035,3550033
483550063001241,3550021
483550009003008,3550044
483550051022009,3550019
483550058011022,3550023
483550023013001,3550072
483550064003042,3550030
483550018015031,3550071
483550007002018,3550082
483550056021009,3550037
483550060002271,3550022
483550006002033,3550103
483550032033011,3550017
483550054072001,3550116
483550005001011,3550038
483550054091003,3550003
483550056021041,3550037
483550061003036,3550102
483550020021000,3550056
483550051021022,3550019
483550032021019,3550008
483550020013012,3550068
483550059001179,3550036
483550027051000,3550065
483550054111003,3550115
483550056014014,3550055
483550060001037,3550027
483550025004002,3550005
483550058023065,3550107
483550009003000,3550044
483550024003018,3550048
483550060002062,3550037
483550012003005,3550039
483550054062038,3550016
483550058022075,3550012
483550062001174,3550040
483550031022002,3550008
483550016014009,3550061
483550029001050,3550018
483550035002031,3550100
483550060002236,3550014
483550032022027,3550008
483550015001010,3550056
483550005001060,3550038
483550054061057,3550114
483550063001059,3550103
483550062002051,3550040
483550059001191,3550036
483550051021039,3550019
483550054151013,3550067
483550063002003,3550111
483550058022052,3550025
483550013001023,3550041
483550062003067,3550081
483550010004024,3550031
483550006002048,3550007
483550063001100,3550103
483550060002078,3550022
483550062002072,3550040
483550024001001,3550094
483550060002202,3550014
483550032021029,3550008
483550031015005,3550117
483550027041002,3550091
483550033032008,3550070
483550027031012,3550090
483550033042014,3550119
483550059001168,3550027
483550006002035,3550001
483550060002022,3550037
483550034022014,3550106
483550014002016,3550058
483550029001025,3550091
483550062003065,3550081
483550058022005,3550010
483550033051009,3550070
483550059001119,3550012
483550024002018,3550094
483550014001003,3550058
483550062001160,3550081
483550012002054,3550001
483550012002009,3550001
483550032021008,3550008
483550031021006,3550122
483550026033008,3550092A
483550064002152,3550001
483550056021043,3550037
483550014002001,3550058
483550036014001,3550123
483550011001030,3550047
483550027034004,3550120
483550063002016,3550111
483550056013027,3550105
483550060001060,3550027
483550054042002,3550125
483550033062010,3550032
483550022003007,3550087
483550027041007,3550091
483550054122004,3550029
483550032021012,3550008
483550034021001,3550106
483550054062003,3550114
483550032032006,3550017
483550064002082,3550001
483550023044000,3550118
483550064003007,3550030
483550019031009,3550071
483550026031011,3550002
483550013003006,3550085
483550007003011,3550051
483550015003008,3550043
483550060002073,3550022
483550005001003,3550038
483550058023030,3550023
483550062001027,3550019
483550058011014,3550023
483550027054014,3550092A
483550063001284,3550103
483550054172015,3550125
483550062001067,3550019
483550054121019,3550029
483550024002011,3550094
483550061003022,3550102
483550058023022,3550010
483550010003011,3550045
483550008002022,3550024
483550006006003,3550099
483550036023006,3550101
483550037001018,3550009
483550054062033,3550016
483550062001068,3550019
483550059001231,3550036
483550063001223,3550021
483550016013004,3550077
483550034012003,3550121
483550059001126,3550027
483550019041014,3550097
483550054102014,3550088
483550014003002,3550059
483550037002004,3550009
483550006003003,3550007
483550034013002,3550121
483550019042009,3550073
483550032023008,3550008
483550054063015,3550127
483550064001039,3550047
483550014002021,3550058
483550037001006,3550009
483550064002022,3550001
483550054152011,3550026
483550060001070,3550027
483550064001018,3550038
483550054092000,3550003
483550059001246,3550014
483550058023101,3550028
483550031011034,3550006
483550056021068,3550035
483550059001036,3550108
483550058022119,3550011
483550030022013,3550018
483550036032035,3550103
483550009001016,3550076
483550056012006,3550054
483550036024014,3550101
483550026022018,3550089
483550031012018,3550117
483550025002003,3550063
483550054101007,3550088
483550007001023,3550051
483550022003014,3550087
483550059001180,3550036
483550058023001,3550107
483550058011008,3550023
483550054151017,3550067
483550016011023,3550060
483550060002006,3550037
483550064002053,3550001
483550062003054,3550081
483550023031016,3550004
483550036012002,3550123
483550008001038,3550024
483550022005009,3550087
483550009002000,3550044
483550054061035,3550015
483550051021052,3550019
483550063001141,3550103
483550022003012,3550087
483550059001030,3550108
483550059001171,3550036
483550010001015,3550045
483550027033006,3550120
483550056013016,3550013
483550019023014,3550020
483550063001280,3550103
483550056024034,3550105
483550011002016,3550033
483550006004002,3550099
483550054061115,3550015
483550023013019,3550095
483550026021011,3550109
483550011001032,3550047
483550064002166,3550001
483550062001111,3550019
483550063001238,3550021
483550056015020,3550037
483550058023007,3550107
483550007002020,3550082
483550056021048,3550037
483550026011008,3550064
483550064002168,3550001
483550063001254,3550021
483550021023007,3550063
483550056011000,3550107
483550008001055,3550034
483550054161013,3550026
483550033061000,3550032
483550061002006,3550102
483550026012017,3550002
483550019043010,3550073
483550064002175,3550001
483550015002003,3550083
483550023041006,3550118
483550054091023,3550003
483550037003010,3550009
483550026032005,3550092A
483550026011009,3550064
483550031022000,3550122
483550059001144,3550011
483550054041009,3550126
483550019042010,3550073
483550032023017,3550008
483550030012034,3550018
483550018011006,3550074
483550054121041,3550029
483550034013015,3550112
483550032022031,3550008
483550015002004,3550083
483550054122014,3550029
483550032021040,3550008
483550010002028,3550045
483550027033000,3550120
483550059001108,3550027
483550012002002,3550001
483550006006006,3550052
483550029001062,3550018
483550019041015,3550097
483550054141000,3550125
483550013003016,3550062
483550035002003,3550100
483550063001144,3550051
483550063001110,3550103
483550007001017,3550082
483550054061041,3550015
483550059001053,3550012
483550020021023,3550053
483550009004014,3550076
483550030013011,3550018
483550016021007,3550075
483550054062089,3550127
483550007001011,3550082
483550063001171,3550021
483550032031011,3550017
483550020021010,3550053
483550032041013,3550124
483550016021011,3550075
483550017021008,3550015
483550006002055,3550007
483550029001106,3550018
483550062001032,3550019
483550032021033,3550008
483550031015001,3550117
483550033061007,3550032
483550026012013,3550002
483550059001264,3550036
483550027033012,3550120
483550034013008,3550112
483550008002044,3550052
483550008002098,3550024
483550054081021,3550116
483550007001040,3550082
483550023012009,3550072
483550051022056,3550019
483550014004022,3550059
483550054061097,3550015
483550058022029,3550010
483550033032006,3550070
483550008001033,3550024
483550018014008,3550098
483550064002171,3550001
483550064002025,3550001
483550027054007,3550092A
483550016021000,3550075
483550063001250,3550021
483550030013039,3550018
483550036032026,3550103
483550008002126,3550051
483550051022041,3550019
483550026012001,3550002
483550054151006,3550067
483550023033011,3550004
483550051021102,3550019
483550008002075,3550024
483550030011009,3550018
483550005001019,3550038
483550023044022,3550118
483550058021009,3550011
483550021014012,3550066
483550022001003,3550069
483550059001080,3550011
483550015003015,3550043
483550032032005,3550017
483550054061005,3550028
483550060002064,3550037
483550054092037,3550003
483550033062006,3550032
483550058023091,3550123
483550059001277,3550036
483550033042012,3550119
483550036032022,3550103
483550059001025,3550108
483550063001210,3550021
483550019022042,3550093
483550060002047,3550037
483550018021024,3550093
483550024003004,3550048
483550012003006,3550039
483550054062000,3550114
483550054081005,3550116
483550024004001,3550084
483550054081010,3550116
483550005001034,3550038
483550008002104,3550024
483550032033000,3550017
483550062003055,3550081
483550062002026,3550040
483550063001275,3550021
483550062002013,3550040
483550032033009,3550017
483550054062148,3550127
483550032033012,3550017
483550024005008,3550048
483550023012014,3550072
483550026011016,3550002
483550018022016,3550093
483550034025000,3550112
483550051022011,3550019
483550015002039,3550083
483550064001017,3550038
483550027051017,3550065
483550025003005,3550005
483559800001030,3550034
483550054041008,3550125
483550023031004,3550004
483550054061081,3550114
483550023012022,3550095
483550009002027,3550044
483550033041003,3550119
483550033062001,3550032
483550062001119,3550019
483550063001040,3550103
483550054062161,3550114
483550064003003,3550030
483550054121006,3550029
483550019023010,3550020
483550027041000,3550120
483550054062030,3550016
483550062001052,3550019
483550058022041,3550010
483550062001214,3550019
483550063001079,3550103
483550059001249,3550036
483550012002026,3550001
483550016023025,3550075
483550056021130,3550037
483550059001283,3550108
483550006005012,3550052
483550060002070,3550022
483550062001030,3550019
483550031014005,3550018
483550030011013,3550018
483550062002061,3550040
483550062001087,3550019
483550056021018,3550037
483550054061047,3550114
483550064003010,3550030
483550027053018,3550065
483550056014036,3550055
483550060002215,3550022
483550051022055,3550019
483550030021025,3550006
483550051021048,3550019
483550056021104,3550035
483550058021041,3550011
483550054061019,3550015
483550009002014,3550044
483550015001005,3550056
483550059001229,3550036
483550020021018,3550053
483550064002130,3550033
483550030012033,3550018
483550015002014,3550083
483550025001008,3550063
483550025002011,3550005
483550059001075,3550011
483550029001020,3550018
483550030023008,3550006
483550056024023,3550105
483550036013008,3550110
483550013002002,3550085
483550054082017,3550003
483550037002018,3550009
483550014002025,3550058
483550014002009,3550058
483550031012008,3550117
483550024002013,3550094
483550021021014,3550063
483550014003011,3550059
483550011001003,3550047
483550021023002,3550063
483550006003011,3550007
483550056023007,3550105
483550059001081,3550011
483550032032002,3550017
483550034025007,3550106
483550009002009,3550044
483550059001187,3550036
483550019023008,3550020
483550008001083,3550015
483550029001110,3550018
483550062001241,3550019
483550016011004,3550060
483550026021008,3550109
483550007003013,3550051
483550033043009,3550119
483550054061038,3550016
483550027031010,3550090
483550014002007,3550058
483550054092006,3550003
483550012003009,3550039
483550030012026,3550018
483550058021010,3550011
483550032021025,3550008
483550021014002,3550066
483550063001297,3550001
483550033042005,3550119
483550022005001,3550087
483550054172000,3550125
483550058012033,3550107
483550054162021,3550026
483550023033008,3550004
483550032022026,3550008
483550018015023,3550098
483550033062018,3550032
483550054101006,3550088
483550032022016,3550008
483550061002057,3550102
483550020022001,3550096
483550023013000,3550072
483550059001014,3550108
483550051021044,3550019
483550015001015,3550056
483550008002051,3550024
483550051021016,3550019
483550054121016,3550029
483550059001268,3550036
483550021012009,3550066
483550026022021,3550070
483550033061014,3550032
483550064002119,3550001
483550059001055,3550012
483550011001012,3550047
483550058022149,3550023
483550014001013,3550058
483550018015008,3550098
483550063001285,3550103
483550036013010,3550110
483550006002008,3550103
483550008002007,3550082
483550056024021,3550105
483550014003000,3550059
483550032021027,3550008
483550009004016,3550076
483550058023127,3550028
483550023044017,3550118
483550016011017,3550060
483550024002000,3550094
483550023013021,3550095
483550059001004,3550105
483550021022007,3550086
483550019022026,3550093
483550064002080,3550001
483550059001236,3550036
483550021023022,3550063
483550054061039,3550015
483550033051020,3550070
483550056022027,3550037
483550027053030,3550065
483550025002027,3550005
483550063001160,3550103
483550032021005,3550008
483550027052010,3550065
483550058012005,3550107
483550011001049,3550047
483550007002004,3550082
483550017011008,3550080
483550037001021,3550009
483550051022008,3550019
483550008001027,3550024
483550017013021,3550015
483550036014020,3550110
483550021014010,3550066
483550054042004,3550126
483550024004007,3550084
483550054062043,3550016
483550019022040,3550093
483550006002029,3550103
483550031011013,3550018
483550006002087,3550007
483550027054017,3550092A
483550056021005,3550054
483550008001054,3550028
483550035002047,3550100
483550051022058,3550019
483550062003031,3550081
483550056015024,3550054
483550062003022,3550081
483550006003005,3550007
483550034025016,3550112
483550060002157,3550027
483550064003030,3550033
483550060002095,3550127
483550062001059,3550019
483550063001154,3550103
483550058022050,3550025
483550030021026,3550006
483550007003014,3550051
483550008002043,3550082
483550034012016,3550121
483550064001003,3550030
483550063001213,3550021
483550034021013,3550106
483550062003007,3550081
483550056024018,3550105
483550029001070,3550018
483550036032044,3550103
483550061003002,3550102
483550061001016,3550036
483550031022033,3550122
483550063001102,3550103
483550033041009,3550119
483550062002030,3550040
483550006002063,3550007
483550037002044,3550009
483550032031020,3550017
483550054121026,3550029
483550056013019,3550013
483550036011014,3550110
483550006002084,3550007
483550063001337,3550103
483550027053047,3550092A
483550054171005,3550125
483550062002063,3550040
483550019032008,3550071
483550054172021,3550126
483550031022009,3550122
483550061002051,3550102
483550007002002,3550082
483550015001002,3550056
483550026011024,3550065
483550059001038,3550037
483550030012013,3550018
483550034023017,3550112
483550018022022,3550093
483550054061032,3550015
483550063001094,3550103
483550054091022,3550003
483550008002064,3550024
483550032021014,3550008
483550063001307,3550001
483550064002176,3550001
483550062003066,3550081
483550036021004,3550049
483550054062005,3550114
483550054061112,3550015
483550008002069,3550024
483550008001087,3550015
483550029001085,3550018
483550062001074,3550019
483550006007004,3550079
483550024005011,3550048
483550025003003,3550005
483550054063001,3550127
483550032021023,3550008
483550059001163,3550036
483550034023006,3550106
483550063001172,3550021
483550058021044,3550011
483550059001203,3550036
483550063001289,3550103
483550006005010,3550052
483550063001267,3550021
483550014001019,3550058
483550063001328,3550001
483550056021013,3550037
483550006002062,3550007
483550063001202,3550021
483550059001044,3550108
483550064002155,3550001
483550064002049,3550001
483550064002174,3550001
483550033031004,3550070
483550062001016,3550019
483550016014006,3550060
483550058021034,3550011
483550030022004,3550006
483550037003016,3550009
483550056021002,3550037
483550034013013,3550112
483550063001074,3550103
483550056024002,3550105
483550017022008,3550015
483550063001012,3550103
483550020021014,3550053
483550037002020,3550009
483550018015000,3550098
483550063001196,3550021
483550059001028,3550108
483550060002268,3550022
483550012001042,3550031
483550018015026,3550098
483550015002034,3550083
483550054092023,3550003
483550036032041,3550103
483550025002033,3550064
483550016014010,3550061
483550032031013,3550017
483550054041001,3550126
483550012002008,3550001
483550063001178,3550021
483550030013028,3550018
483550058013004,3550107
483550056022011,3550104
483550061002058,3550102
483550007001029,3550051
483550019043007,3550073
483550054161009,3550026
483550054062125,3550127
483550016013001,3550077
483550063001004,3550103
483550058021077,3550011
483550005001052,3550038
483550021014013,3550066
483550019022014,3550093
483550032041019,3550124
483550021023023,3550063
483550056021017,3550037
483550051021072,3550019
483550054061062,3550015
483550054171016,3550125
483550064002057,3550001
483550015001017,3550056
483550056021119,3550035
483550064002135,3550033
483550014002004,3550039
483550064003022,3550030
483550058023086,3550107
483550031022040,3550122
483550014004002,3550042
483550054172028,3550125
483550031011014,3550018
483550060002226,3550022
483550054102010,3550088
483550054062152,3550127
483550027053009,3550065
483550033061004,3550032
483550029001068,3550018
483550054092016,3550003
483550060002171,3550014
483550030012014,3550018
483550029001032,3550018
483550056013004,3550013
483550064001020,3550030
483550018021027,3550093
483550054062042,3550016
483550027043002,3550091
483550006006007,3550052
483550031011009,3550018
483550062001093,3550019
483550023031012,3550004
483550033062025,3550124
483550059001066,3550011
483550058022097,3550011
483550060002044,3550037
483550064002149,3550001
483550015002000,3550083
483550058023026,3550012
483550019031006,3550071
483550054092020,3550003
483550012002041,3550001
